LOCATION,TIME,HHDI
GBR,1996-Q1,
GBR,1996-Q2,
GBR,1996-Q3,
GBR,1996-Q4,
GBR,1997-Q1,
GBR,1997-Q2,
GBR,1997-Q3,
GBR,1997-Q4,
GBR,1998-Q1,
GBR,1998-Q2,
GBR,1998-Q3,
GBR,1998-Q4,
GBR,1999-Q1,
GBR,1999-Q2,
GBR,1999-Q3,
GBR,1999-Q4,
GBR,2000-Q1,
GBR,2000-Q2,
GBR,2000-Q3,
GBR,2000-Q4,
GBR,2001-Q1,
GBR,2001-Q2,
GBR,2001-Q3,
GBR,2001-Q4,
GBR,2002-Q1,
GBR,2002-Q2,
GBR,2002-Q3,
GBR,2002-Q4,
GBR,2003-Q1,
GBR,2003-Q2,
GBR,2003-Q3,
GBR,2003-Q4,
GBR,2004-Q1,
GBR,2004-Q2,
GBR,2004-Q3,
GBR,2004-Q4,
GBR,2005-Q1,
GBR,2005-Q2,
GBR,2005-Q3,
GBR,2005-Q4,
GBR,2006-Q1,
GBR,2006-Q2,
GBR,2006-Q3,
GBR,2006-Q4,
GBR,2007-Q1,
GBR,2007-Q2,-1.15
GBR,2007-Q3,1.23
GBR,2007-Q4,-0.31
GBR,2008-Q1,-1.52
GBR,2008-Q2,0.83
GBR,2008-Q3,-1.83
GBR,2008-Q4,1.68
GBR,2009-Q1,-1.43
GBR,2009-Q2,2.56
GBR,2009-Q3,-0.63
GBR,2009-Q4,0.62
GBR,2010-Q1,-0.12
GBR,2010-Q2,0.08
GBR,2010-Q3,-0.63
GBR,2010-Q4,-0.94
GBR,2011-Q1,-2.89
GBR,2011-Q2,1.54
GBR,2011-Q3,-0.22
GBR,2011-Q4,-0.9
GBR,2012-Q1,1.95
GBR,2012-Q2,0.83
GBR,2012-Q3,-0.54
GBR,2012-Q4,-0.45
GBR,2013-Q1,-0.95
GBR,2013-Q2,2.13
GBR,2013-Q3,1.67
GBR,2013-Q4,0.55
GBR,2014-Q1,-0.43
GBR,2014-Q2,-0.1
GBR,2014-Q3,-0.09
GBR,2014-Q4,1.16
GBR,2015-Q1,1.83
GBR,2015-Q2,2.18
GBR,2015-Q3,1.84
GBR,2015-Q4,-0.28
GBR,2016-Q1,-0.62
GBR,2016-Q2,-0.04
GBR,2016-Q3,-0.85
GBR,2016-Q4,-0.87
GBR,2017-Q1,-0.12
GBR,2017-Q2,1.99
GBR,2017-Q3,0.05
GBR,2017-Q4,-0.13
GBR,2018-Q1,1.01
GBR,2018-Q2,-0.54
GBR,2018-Q3,0.21
GBR,2018-Q4,0.99
GBR,2019-Q1,-0.32
GBR,2019-Q2,1.41
GBR,2019-Q3,-0.06
GBR,2019-Q4,0.44
GBR,2020-Q1,-1.33
GBR,2020-Q2,-2.44
GBR,2020-Q3,3.12
GBR,2020-Q4,0.16
GBR,2021-Q1,0.27
GBR,2021-Q2,0.37
GBR,2021-Q3,-0.61
GBR,2021-Q4,-0.77
GBR,2022-Q1,-0.54
GBR,2022-Q2,-1.51
GBR,2022-Q3,0.07
GBR,2022-Q4,1.44
GBR,2023-Q1,-0.27
GBR,2023-Q2,0.92
SVN,1995-Q1,
SVN,1995-Q2,
SVN,1995-Q3,
SVN,1995-Q4,
SVN,1996-Q1,
SVN,1996-Q2,
SVN,1996-Q3,
SVN,1996-Q4,
SVN,1997-Q1,
SVN,1997-Q2,
SVN,1997-Q3,
SVN,1997-Q4,
SVN,1998-Q1,
SVN,1998-Q2,
SVN,1998-Q3,
SVN,1998-Q4,
SVN,1999-Q1,
SVN,1999-Q2,
SVN,1999-Q3,
SVN,1999-Q4,
SVN,2000-Q1,
SVN,2000-Q2,
SVN,2000-Q3,
SVN,2000-Q4,
SVN,2001-Q1,
SVN,2001-Q2,
SVN,2001-Q3,
SVN,2001-Q4,
SVN,2002-Q1,
SVN,2002-Q2,
SVN,2002-Q3,
SVN,2002-Q4,
SVN,2003-Q1,
SVN,2003-Q2,
SVN,2003-Q3,
SVN,2003-Q4,
SVN,2004-Q1,
SVN,2004-Q2,
SVN,2004-Q3,
SVN,2004-Q4,
SVN,2005-Q1,
SVN,2005-Q2,
SVN,2005-Q3,
SVN,2005-Q4,
SVN,2006-Q1,
SVN,2006-Q2,
SVN,2006-Q3,
SVN,2006-Q4,
SVN,2007-Q1,
SVN,2007-Q2,-0.42
SVN,2007-Q3,1.51
SVN,2007-Q4,-1.37
SVN,2008-Q1,-1.3
SVN,2008-Q2,1.88
SVN,2008-Q3,4.64
SVN,2008-Q4,1.36
SVN,2009-Q1,-3.32
SVN,2009-Q2,-0.69
SVN,2009-Q3,-2.52
SVN,2009-Q4,-0.67
SVN,2010-Q1,3.12
SVN,2010-Q2,-1.5
SVN,2010-Q3,-1.2
SVN,2010-Q4,-0.07
SVN,2011-Q1,1.28
SVN,2011-Q2,0.69
SVN,2011-Q3,-0.76
SVN,2011-Q4,-1.9
SVN,2012-Q1,2.51
SVN,2012-Q2,-5.8
SVN,2012-Q3,-0.01
SVN,2012-Q4,-0.59
SVN,2013-Q1,-0.56
SVN,2013-Q2,-0.74
SVN,2013-Q3,0.35
SVN,2013-Q4,0.46
SVN,2014-Q1,0.68
SVN,2014-Q2,-0.21
SVN,2014-Q3,0.35
SVN,2014-Q4,1.27
SVN,2015-Q1,-0.18
SVN,2015-Q2,1.35
SVN,2015-Q3,1.56
SVN,2015-Q4,-0.02
SVN,2016-Q1,3.23
SVN,2016-Q2,0.03
SVN,2016-Q3,1.19
SVN,2016-Q4,0.17
SVN,2017-Q1,-0.19
SVN,2017-Q2,1.25
SVN,2017-Q3,1.05
SVN,2017-Q4,0.96
SVN,2018-Q1,0.88
SVN,2018-Q2,0.39
SVN,2018-Q3,1.29
SVN,2018-Q4,1.89
SVN,2019-Q1,0.95
SVN,2019-Q2,0.99
SVN,2019-Q3,-0.6
SVN,2019-Q4,-1.68
SVN,2020-Q1,9.08
SVN,2020-Q2,-6.24
SVN,2020-Q3,3.34
SVN,2020-Q4,1.73
SVN,2021-Q1,2.65
SVN,2021-Q2,-2.57
SVN,2021-Q3,4.12
SVN,2021-Q4,-0.46
SVN,2022-Q1,1.03
SVN,2022-Q2,-2.83
SVN,2022-Q3,-0.76
SVN,2022-Q4,0.25
SVN,2023-Q1,4.23
SVN,2023-Q2,-0.42
