LOCATION,TIME,TERMTRADE
EU,2001,99.03946394
EU,2002,100.3375174
EU,2003,100.9729844
EU,2004,100.470709
EU,2005,99.46569252
EU,2006,98.35722819
EU,2007,98.93413389
EU,2008,97.72327004
EU,2009,100.49126
EU,2010,98.6498974
EU,2011,96.75558434
EU,2012,96.27639564
EU,2013,97.1275631
EU,2014,97.98866645
EU,2015,100
EU,2016,101.0960986
EU,2017,100.289676
EU,2018,99.64990379
EU,2019,100.1912373
EU,2020,101.7143732
EU,2021,99.98672101
EU,2022,95.98643474
LVA,1995,100.9222548
LVA,1996,100.2832615
LVA,1997,92.61539878
LVA,1998,96.93774869
LVA,1999,100.2597236
LVA,2000,94.66036349
LVA,2001,95.95585236
LVA,2002,93.51723962
LVA,2003,95.37236027
LVA,2004,97.80668919
LVA,2005,96.92658283
LVA,2006,96.35168847
LVA,2007,100.811821
LVA,2008,99.16095625
LVA,2009,99.34835314
LVA,2010,99.53130593
LVA,2011,102.602406
LVA,2012,99.73377648
LVA,2013,100.3024338
LVA,2014,99.41664119
LVA,2015,100
LVA,2016,103.0395658
LVA,2017,103.4977318
LVA,2018,105.357656
LVA,2019,106.2992493
LVA,2020,108.2616273
LVA,2021,106.5798613
LVA,2022,105.9053826
COL,1995,72.57953618
COL,1996,72.21575299
COL,1997,71.79761653
COL,1998,62.79029643
COL,1999,63.34891742
COL,2000,65.4880121
COL,2001,61.05808446
COL,2002,60.12311599
COL,2003,63.01787601
COL,2004,68.98369861
COL,2005,74.1139343
COL,2006,77.64603834
COL,2007,81.80306352
COL,2008,97.55104186
COL,2009,95.85127596
COL,2010,108.2226025
COL,2011,121.3596279
COL,2012,125.0393466
COL,2013,125.4152261
COL,2014,118.9659843
COL,2015,100
COL,2016,96.08072108
COL,2017,103.8993021
COL,2018,111.9063534
COL,2019,110.6395035
COL,2020,102.892901
COL,2021,116.9107002
COL,2022,135.1062631
CRI,1995,99.20388925
CRI,1996,95.54431981
CRI,1997,100.6360144
CRI,1998,103.4099708
CRI,1999,98.64629149
CRI,2000,96.50989377
CRI,2001,96.76550271
CRI,2002,94.85876681
CRI,2003,93.96349508
CRI,2004,91.74494728
CRI,2005,89.66580714
CRI,2006,87.74545522
CRI,2007,85.32149507
CRI,2008,82.09201503
CRI,2009,88.12374194
CRI,2010,91.8800984
CRI,2011,90.10156134
CRI,2012,91.65382057
CRI,2013,92.19403558
CRI,2014,93.60353129
CRI,2015,100
CRI,2016,103.2207791
CRI,2017,101.6450699
CRI,2018,99.86743011
CRI,2019,100.5786533
CRI,2020,101.4186574
CRI,2021,94.79178813
CRI,2022,88.4508136
LTU,1995,76.42473916
LTU,1996,82.78143616
LTU,1997,86.121288
LTU,1998,83.69841452
LTU,1999,87.01616786
LTU,2000,91.61698773
LTU,2001,91.2578422
LTU,2002,91.55282192
LTU,2003,91.54739221
LTU,2004,99.39907157
LTU,2005,100.4526946
LTU,2006,97.56996098
LTU,2007,98.45352946
LTU,2008,102.0090103
LTU,2009,97.96237326
LTU,2010,98.57776392
LTU,2011,97.77059516
LTU,2012,96.93631865
LTU,2013,96.65465048
LTU,2014,97.47186704
LTU,2015,100
LTU,2016,101.6779342
LTU,2017,101.6853162
LTU,2018,100.1830351
LTU,2019,101.1089578
LTU,2020,102.9415978
LTU,2021,97.56568745
LTU,2022,90.19159682
OAVG,1995,100.1262574
OAVG,1996,99.91984734
OAVG,1997,100.0968186
OAVG,1998,101.206885
OAVG,1999,101.264185
OAVG,2000,99.47555272
OAVG,2001,100.1108696
OAVG,2002,100.8891576
OAVG,2003,101.1217625
OAVG,2004,100.8748975
OAVG,2005,99.95201095
OAVG,2006,99.1966455
OAVG,2007,99.62011397
OAVG,2008,97.2832254
OAVG,2009,100.1321873
OAVG,2010,99.41232085
OAVG,2011,97.3932813
OAVG,2012,97.07608692
OAVG,2013,97.87479555
OAVG,2014,98.06301448
OAVG,2015,100
OAVG,2016,101.4722515
OAVG,2017,101.1168144
OAVG,2018,100.5666435
OAVG,2019,100.9071868
OAVG,2020,102.0541689
OAVG,2021,101.6460298
OAVG,2022,98.90649375
