LOCATION,TIME,SHPRICE
KOR,2000-Q4,26.78441
KOR,2001-Q1,28.60489
KOR,2001-Q2,28.68809
KOR,2001-Q3,26.94882
KOR,2001-Q4,29.64821
KOR,2002-Q1,39.25958
KOR,2002-Q2,41.8466
KOR,2002-Q3,35.968
KOR,2002-Q4,33.44927
KOR,2003-Q1,29.35966
KOR,2003-Q2,30.83374
KOR,2003-Q3,36.15164
KOR,2003-Q4,38.86446
KOR,2004-Q1,42.91777
KOR,2004-Q2,41.09431
KOR,2004-Q3,38.97815
KOR,2004-Q4,42.86457
KOR,2005-Q1,47.31449
KOR,2005-Q2,47.83027
KOR,2005-Q3,55.2398
KOR,2005-Q4,62.75224
KOR,2006-Q1,67.20267
KOR,2006-Q2,67.23764
KOR,2006-Q3,65.44385
KOR,2006-Q4,69.26512
KOR,2007-Q1,70.40939
KOR,2007-Q2,80.94673
KOR,2007-Q3,93.03739
KOR,2007-Q4,96.66193
KOR,2008-Q1,84.21428
KOR,2008-Q2,89.20203
KOR,2008-Q3,75.52376
KOR,2008-Q4,56.36814
KOR,2009-Q1,56.83851
KOR,2009-Q2,68.22196
KOR,2009-Q3,77.85404
KOR,2009-Q4,80.62337
KOR,2010-Q1,81.92973
KOR,2010-Q2,84.00959
KOR,2010-Q3,88.02975
KOR,2010-Q4,96.44382
KOR,2011-Q1,101.1796
KOR,2011-Q2,105.3249
KOR,2011-Q3,96.27957
KOR,2011-Q4,91.87788
KOR,2012-Q1,98.17232
KOR,2012-Q2,94.96891
KOR,2012-Q3,94.6139
KOR,2012-Q4,96.58968
KOR,2013-Q1,98.73003
KOR,2013-Q2,96.15444
KOR,2013-Q3,95.42221
KOR,2013-Q4,99.89235
KOR,2014-Q1,96.8
KOR,2014-Q2,99.05289
KOR,2014-Q3,101.5418
KOR,2014-Q4,96.88866
KOR,2015-Q1,97.69382
KOR,2015-Q2,104.2291
KOR,2015-Q3,98.64666
KOR,2015-Q4,99.43044
KOR,2016-Q1,95.71076
KOR,2016-Q2,98.45689
KOR,2016-Q3,100.7096
KOR,2016-Q4,100.1067
KOR,2017-Q1,104.0965
KOR,2017-Q2,113.0888
KOR,2017-Q3,118.5907
KOR,2017-Q4,123.6195
KOR,2018-Q1,122.7539
KOR,2018-Q2,121.3695
KOR,2018-Q3,114.0128
KOR,2018-Q4,104.6804
KOR,2019-Q1,107.2667
KOR,2019-Q2,106.2774
KOR,2019-Q3,100.5876
KOR,2019-Q4,105.1363
KOR,2020-Q1,102.1079
KOR,2020-Q2,98.61617
KOR,2020-Q3,114.6599
KOR,2020-Q4,126.3584
KOR,2021-Q1,152.5435
KOR,2021-Q2,158.9861
KOR,2021-Q3,158.7464
KOR,2021-Q4,148.2036
KOR,2022-Q1,137.0543
KOR,2022-Q2,129.728
KOR,2022-Q3,119.0498
KOR,2022-Q4,116.0171
KOR,2023-Q1,119.8798
KOR,2023-Q2,126.7383
KOR,2023-Q3,127.5055
LUX,1999-Q1,115.8764
LUX,1999-Q2,127.3887
LUX,1999-Q3,130.4212
LUX,1999-Q4,140.2838
LUX,2000-Q1,186.1538
LUX,2000-Q2,185.8088
LUX,2000-Q3,188.8973
LUX,2000-Q4,147.7984
LUX,2001-Q1,139.8487
LUX,2001-Q2,127.0623
LUX,2001-Q3,112.3124
LUX,2001-Q4,90.98703
LUX,2002-Q1,96.30447
LUX,2002-Q2,91.94322
LUX,2002-Q3,72.60212
LUX,2002-Q4,64.76275
LUX,2003-Q1,60.70964
LUX,2003-Q2,65.59148
LUX,2003-Q3,76.30499
LUX,2003-Q4,83.17705
LUX,2004-Q1,90.62369
LUX,2004-Q2,88.37814
LUX,2004-Q3,86.2263
LUX,2004-Q4,96.43353
LUX,2005-Q1,105.7735
LUX,2005-Q2,106.2615
LUX,2005-Q3,114.7942
LUX,2005-Q4,122.9779
LUX,2006-Q1,151.1209
LUX,2006-Q2,157.5311
LUX,2006-Q3,170.9897
LUX,2006-Q4,184.2728
LUX,2007-Q1,203.2422
LUX,2007-Q2,224.0454
LUX,2007-Q3,223.3676
LUX,2007-Q4,220.8675
LUX,2008-Q1,205.678
LUX,2008-Q2,240.2722
LUX,2008-Q3,203.9526
LUX,2008-Q4,99.93031
LUX,2009-Q1,90.46565
LUX,2009-Q2,102.6532
LUX,2009-Q3,116.0141
LUX,2009-Q4,124.4058
LUX,2010-Q1,141.2865
LUX,2010-Q2,137.559
LUX,2010-Q3,127.1056
LUX,2010-Q4,134.5527
LUX,2011-Q1,139.2669
LUX,2011-Q2,129.5918
LUX,2011-Q3,106.7225
LUX,2011-Q4,96.89455
LUX,2012-Q1,104.3583
LUX,2012-Q2,92.91411
LUX,2012-Q3,96.36523
LUX,2012-Q4,98.2117
LUX,2013-Q1,97.31666
LUX,2013-Q2,88.32771
LUX,2013-Q3,91.38134
LUX,2013-Q4,102.8489
LUX,2014-Q1,108.3459
LUX,2014-Q2,107.2805
LUX,2014-Q3,104.4166
LUX,2014-Q4,100.3115
LUX,2015-Q1,107.1419
LUX,2015-Q2,110.1046
LUX,2015-Q3,96.43869
LUX,2015-Q4,86.31486
LUX,2016-Q1,79.18231
LUX,2016-Q2,85.76488
LUX,2016-Q3,89.46736
LUX,2016-Q4,95.23788
LUX,2017-Q1,103.8035
LUX,2017-Q2,100.0955
LUX,2017-Q3,98.53454
LUX,2017-Q4,99.84414
LUX,2018-Q1,103.4529
LUX,2018-Q2,102.9347
LUX,2018-Q3,101.886
LUX,2018-Q4,89.99033
LUX,2019-Q1,83.95018
LUX,2019-Q2,77.8874
LUX,2019-Q3,72.64937
LUX,2019-Q4,76.19857
LUX,2020-Q1,67.1572
LUX,2020-Q2,50.93207
LUX,2020-Q3,54.19775
LUX,2020-Q4,67.50704
LUX,2021-Q1,83.20961
LUX,2021-Q2,97.83049
LUX,2021-Q3,104.7434
LUX,2021-Q4,104.1816
LUX,2022-Q1,108.8379
LUX,2022-Q2,104.178
LUX,2022-Q3,87.7833
LUX,2022-Q4,89.08337
LUX,2023-Q1,101.3237
LUX,2023-Q2,94.3623
LUX,2023-Q3,91.01482
MEX,1995-Q1,4.231233
MEX,1995-Q2,4.530292
MEX,1995-Q3,5.668072
MEX,1995-Q4,5.637263
MEX,1996-Q1,6.757318
MEX,1996-Q2,7.303376
MEX,1996-Q3,7.3202
MEX,1996-Q4,7.529628
MEX,1997-Q1,8.517967
MEX,1997-Q2,9.079803
MEX,1997-Q3,11.23611
MEX,1997-Q4,11.32058
MEX,1998-Q1,10.82308
MEX,1998-Q2,10.69247
MEX,1998-Q3,8.695158
MEX,1998-Q4,8.829536
MEX,1999-Q1,9.446712
MEX,1999-Q2,12.5949
MEX,1999-Q3,12.09033
MEX,1999-Q4,13.62887
MEX,2000-Q1,16.96473
MEX,2000-Q2,14.82285
MEX,2000-Q3,15.34585
MEX,2000-Q4,13.53037
MEX,2001-Q1,13.90146
MEX,2001-Q2,14.33217
MEX,2001-Q3,14.10268
MEX,2001-Q4,13.28403
MEX,2002-Q1,15.62002
MEX,2002-Q2,16.30771
MEX,2002-Q3,13.88072
MEX,2002-Q4,13.65087
MEX,2003-Q1,13.65873
MEX,2003-Q2,15.0364
MEX,2003-Q3,16.97547
MEX,2003-Q4,18.8615
MEX,2004-Q1,22.20276
MEX,2004-Q2,23.26739
MEX,2004-Q3,23.36218
MEX,2004-Q4,26.98865
MEX,2005-Q1,30.06102
MEX,2005-Q2,29.14354
MEX,2005-Q3,33.39668
MEX,2005-Q4,37.46835
MEX,2006-Q1,42.83575
MEX,2006-Q2,44.37244
MEX,2006-Q3,46.83461
MEX,2006-Q4,55.09034
MEX,2007-Q1,62.23094
MEX,2007-Q2,69.40341
MEX,2007-Q3,69.55605
MEX,2007-Q4,69.27655
MEX,2008-Q1,65.70477
MEX,2008-Q2,70.57935
MEX,2008-Q3,60.74913
MEX,2008-Q4,46.8646
MEX,2009-Q1,44.60553
MEX,2009-Q2,53.00024
MEX,2009-Q3,62.54804
MEX,2009-Q4,70.35005
MEX,2010-Q1,72.93994
MEX,2010-Q2,73.75493
MEX,2010-Q3,73.83968
MEX,2010-Q4,82.76264
MEX,2011-Q1,84.68291
MEX,2011-Q2,81.99856
MEX,2011-Q3,79.1052
MEX,2011-Q4,81.70458
MEX,2012-Q1,86.12957
MEX,2012-Q2,87.92293
MEX,2012-Q3,92.13299
MEX,2012-Q4,96.02103
MEX,2013-Q1,101.014
MEX,2013-Q2,94.24447
MEX,2013-Q3,93.25886
MEX,2013-Q4,93.9413
MEX,2014-Q1,91.76756
MEX,2014-Q2,94.88811
MEX,2014-Q3,102.0866
MEX,2014-Q4,99.24128
MEX,2015-Q1,97.64589
MEX,2015-Q2,102.4252
MEX,2015-Q3,99.89431
MEX,2015-Q4,100.0346
MEX,2016-Q1,98.55759
MEX,2016-Q2,103.6103
MEX,2016-Q3,107.3277
MEX,2016-Q4,105.8253
MEX,2017-Q1,107.729
MEX,2017-Q2,112.1676
MEX,2017-Q3,115.7925
MEX,2017-Q4,110.8575
MEX,2018-Q1,110.9392
MEX,2018-Q2,106.7927
MEX,2018-Q3,111.9512
MEX,2018-Q4,99.8773
MEX,2019-Q1,98.04641
MEX,2019-Q2,99.88459
MEX,2019-Q3,95.07811
MEX,2019-Q4,98.86053
MEX,2020-Q1,96.08665
MEX,2020-Q2,82.78656
MEX,2020-Q3,84.96611
MEX,2020-Q4,92.548
MEX,2021-Q1,103.8525
MEX,2021-Q2,112.5407
MEX,2021-Q3,116.4415
MEX,2021-Q4,117.4232
MEX,2022-Q1,120.8617
MEX,2022-Q2,116.7169
MEX,2022-Q3,107.1429
MEX,2022-Q4,112.6806
MEX,2023-Q1,121.0972
MEX,2023-Q2,123.6654
MEX,2023-Q3,121.2136
NLD,1995-Q1,38.11865
NLD,1995-Q2,39.25422
NLD,1995-Q3,42.08146
NLD,1995-Q4,42.80579
NLD,1996-Q1,47.33404
NLD,1996-Q2,52.29222
NLD,1996-Q3,52.48382
NLD,1996-Q4,57.53079
NLD,1997-Q1,67.08733
NLD,1997-Q2,74.73255
NLD,1997-Q3,87.92477
NLD,1997-Q4,84.27039
NLD,1998-Q1,93.33157
NLD,1998-Q2,107.0846
NLD,1998-Q3,102.1451
NLD,1998-Q4,91.03707
NLD,1999-Q1,100.645
NLD,1999-Q2,107.7996
NLD,1999-Q3,110.6969
NLD,1999-Q4,116.0196
NLD,2000-Q1,130.6964
NLD,2000-Q2,131.2315
NLD,2000-Q3,134.5055
NLD,2000-Q4,130.1273
NLD,2001-Q1,119.9081
NLD,2001-Q2,114.9293
NLD,2001-Q3,101.3235
NLD,2001-Q4,94.11152
NLD,2002-Q1,97.97338
NLD,2002-Q2,95.40317
NLD,2002-Q3,71.63614
NLD,2002-Q4,66.23402
NLD,2003-Q1,57.60743
NLD,2003-Q2,58.5014
NLD,2003-Q3,64.09419
NLD,2003-Q4,65.99615
NLD,2004-Q1,69.91783
NLD,2004-Q2,69.46688
NLD,2004-Q3,67.64716
NLD,2004-Q4,70.08092
NLD,2005-Q1,75.9256
NLD,2005-Q2,76.39852
NLD,2005-Q3,82.65489
NLD,2005-Q4,85.95599
NLD,2006-Q1,94.93585
NLD,2006-Q2,94.76015
NLD,2006-Q3,95.70084
NLD,2006-Q4,102.8031
NLD,2007-Q1,107.1402
NLD,2007-Q2,115.3611
NLD,2007-Q3,114.6541
NLD,2007-Q4,111.8988
NLD,2008-Q1,96.44107
NLD,2008-Q2,101.3095
NLD,2008-Q3,85.8971
NLD,2008-Q4,56.50317
NLD,2009-Q1,51.29872
NLD,2009-Q2,55.08582
NLD,2009-Q3,62.97685
NLD,2009-Q4,69.53558
NLD,2010-Q1,72.72358
NLD,2010-Q2,73.24043
NLD,2010-Q3,71.26136
NLD,2010-Q4,75.40174
NLD,2011-Q1,79.9571
NLD,2011-Q2,77.39389
NLD,2011-Q3,66.42702
NLD,2011-Q4,65.14798
NLD,2012-Q1,71.15808
NLD,2012-Q2,66.99854
NLD,2012-Q3,71.78802
NLD,2012-Q4,72.82779
NLD,2013-Q1,75.4466
NLD,2013-Q2,75.73868
NLD,2013-Q3,78.95378
NLD,2013-Q4,82.50488
NLD,2014-Q1,84.78256
NLD,2014-Q2,87.76074
NLD,2014-Q3,88.46498
NLD,2014-Q4,88.14347
NLD,2015-Q1,98.69071
NLD,2015-Q2,105.0957
NLD,2015-Q3,99.18419
NLD,2015-Q4,97.02941
NLD,2016-Q1,90.72304
NLD,2016-Q2,94.65453
NLD,2016-Q3,96.05367
NLD,2016-Q4,97.79768
NLD,2017-Q1,105.3032
NLD,2017-Q2,111.2656
NLD,2017-Q3,111.0525
NLD,2017-Q4,114.4331
NLD,2018-Q1,113.2031
NLD,2018-Q2,115.2153
NLD,2018-Q3,115.5527
NLD,2018-Q4,106.643
NLD,2019-Q1,109.2964
NLD,2019-Q2,116.0074
NLD,2019-Q3,116.5224
NLD,2019-Q4,118.6856
NLD,2020-Q1,113.4181
NLD,2020-Q2,105.0219
NLD,2020-Q3,112.7704
NLD,2020-Q4,119.494
NLD,2021-Q1,134.4195
NLD,2021-Q2,143.5237
NLD,2021-Q3,151.4498
NLD,2021-Q4,154.3798
NLD,2022-Q1,143.0765
NLD,2022-Q2,133.1793
NLD,2022-Q3,131.6745
NLD,2022-Q4,131.4245
NLD,2023-Q1,143.5438
NLD,2023-Q2,144.0658
NLD,2023-Q3,142.947
NZL,1995-Q1,59.7445
NZL,1995-Q2,63.95694
NZL,1995-Q3,64.4268
NZL,1995-Q4,65.30622
NZL,1996-Q1,64.91879
NZL,1996-Q2,64.3831
NZL,1996-Q3,66.52063
NZL,1996-Q4,71.59238
NZL,1997-Q1,71.7057
NZL,1997-Q2,71.24487
NZL,1997-Q3,77.02855
NZL,1997-Q4,73.67428
NZL,1998-Q1,68.71729
NZL,1998-Q2,64.24474
NZL,1998-Q3,56.73396
NZL,1998-Q4,60.17067
NZL,1999-Q1,66.62171
NZL,1999-Q2,66.86057
NZL,1999-Q3,66.38838
NZL,1999-Q4,67.04846
NZL,2000-Q1,65.02454
NZL,2000-Q2,63.77225
NZL,2000-Q3,65.19756
NZL,2000-Q4,60.06406
NZL,2001-Q1,61.98952
NZL,2001-Q2,63.89372
NZL,2001-Q3,62.28635
NZL,2001-Q4,62.3854
NZL,2002-Q1,65.75452
NZL,2002-Q2,66.08311
NZL,2002-Q3,64.42417
NZL,2002-Q4,62.96944
NZL,2003-Q1,62.82467
NZL,2003-Q2,65.04143
NZL,2003-Q3,69.03423
NZL,2003-Q4,72.3317
NZL,2004-Q1,75.08182
NZL,2004-Q2,77.16458
NZL,2004-Q3,80.47079
NZL,2004-Q4,84.15656
NZL,2005-Q1,89.33085
NZL,2005-Q2,84.65089
NZL,2005-Q3,91.35274
NZL,2005-Q4,88.23296
NZL,2006-Q1,88.60727
NZL,2006-Q2,92.6793
NZL,2006-Q3,88.75292
NZL,2006-Q4,94.45154
NZL,2007-Q1,101.0488
NZL,2007-Q2,103.1622
NZL,2007-Q3,99.92761
NZL,2007-Q4,97.92583
NZL,2008-Q1,85.35117
NZL,2008-Q2,80.83404
NZL,2008-Q3,74.39378
NZL,2008-Q4,62.35656
NZL,2009-Q1,58.78032
NZL,2009-Q2,60.05852
NZL,2009-Q3,65.20106
NZL,2009-Q4,66.63161
NZL,2010-Q1,66.38692
NZL,2010-Q2,64.5838
NZL,2010-Q3,62.60765
NZL,2010-Q4,65.96863
NZL,2011-Q1,67.13789
NZL,2011-Q2,69.13094
NZL,2011-Q3,66.32109
NZL,2011-Q4,64.09996
NZL,2012-Q1,65.63072
NZL,2012-Q2,67.97857
NZL,2012-Q3,70.28563
NZL,2012-Q4,75.628
NZL,2013-Q1,80.15211
NZL,2013-Q2,83.85274
NZL,2013-Q3,85.30951
NZL,2013-Q4,88.31481
NZL,2014-Q1,90.72733
NZL,2014-Q2,92.40024
NZL,2014-Q3,92.14477
NZL,2014-Q4,95.51186
NZL,2015-Q1,100.9792
NZL,2015-Q2,99.91946
NZL,2015-Q3,98.09769
NZL,2015-Q4,101.0037
NZL,2016-Q1,105.4183
NZL,2016-Q2,113.9328
NZL,2016-Q3,120.1112
NZL,2016-Q4,112.8527
NZL,2017-Q1,115.1449
NZL,2017-Q2,118.5368
NZL,2017-Q3,123.612
NZL,2017-Q4,128.0616
NZL,2018-Q1,130.5979
NZL,2018-Q2,134.0104
NZL,2018-Q3,140.4212
NZL,2018-Q4,134.5604
NZL,2019-Q1,139.5028
NZL,2019-Q2,150.3227
NZL,2019-Q3,159.5355
NZL,2019-Q4,162.3803
NZL,2020-Q1,162.7954
NZL,2020-Q2,154.7754
NZL,2020-Q3,169.0591
NZL,2020-Q4,180.5114
NZL,2021-Q1,183.3018
NZL,2021-Q2,179.3556
NZL,2021-Q3,183.8241
NZL,2021-Q4,182.7844
NZL,2022-Q1,172.5724
NZL,2022-Q2,159.2063
NZL,2022-Q3,158.5783
NZL,2022-Q4,154.2266
NZL,2023-Q1,161.1222
NZL,2023-Q2,159.9622
NZL,2023-Q3,156.4183
NOR,1995-Q1,13.35655
NOR,1995-Q2,14.05805
NOR,1995-Q3,15.27164
NOR,1995-Q4,15.07351
NOR,1996-Q1,15.71083
NOR,1996-Q2,18.64646
NOR,1996-Q3,16.46708
NOR,1996-Q4,19.00759
NOR,1997-Q1,23.93662
NOR,1997-Q2,24.12396
NOR,1997-Q3,25.79775
NOR,1997-Q4,27.45037
NOR,1998-Q1,25.39006
NOR,1998-Q2,27.21879
NOR,1998-Q3,22.55806
NOR,1998-Q4,18.11166
NOR,1999-Q1,19.74942
NOR,1999-Q2,22.20014
NOR,1999-Q3,23.51069
NOR,1999-Q4,24.12676
NOR,2000-Q1,27.71404
NOR,2000-Q2,27.25448
NOR,2000-Q3,30.69014
NOR,2000-Q4,29.52313
NOR,2001-Q1,28.27768
NOR,2001-Q2,28.13036
NOR,2001-Q3,25.21661
NOR,2001-Q4,22.66488
NOR,2002-Q1,24.41213
NOR,2002-Q2,24.92549
NOR,2002-Q3,20.32182
NOR,2002-Q4,18.22412
NOR,2003-Q1,17.12901
NOR,2003-Q2,19.30414
NOR,2003-Q3,22.81371
NOR,2003-Q4,25.00594
NOR,2004-Q1,29.75341
NOR,2004-Q2,30.75701
NOR,2004-Q3,32.47157
NOR,2004-Q4,35.81672
NOR,2005-Q1,40.10111
NOR,2005-Q2,42.76094
NOR,2005-Q3,52.21064
NOR,2005-Q4,53.3153
NOR,2006-Q1,62.09576
NOR,2006-Q2,67.46772
NOR,2006-Q3,65.75316
NOR,2006-Q4,70.55845
NOR,2007-Q1,77.18088
NOR,2007-Q2,83.0305
NOR,2007-Q3,85.07993
NOR,2007-Q4,85.85324
NOR,2008-Q1,73.23991
NOR,2008-Q2,82.2949
NOR,2008-Q3,69.79821
NOR,2008-Q4,41.93132
NOR,2009-Q1,40.5833
NOR,2009-Q2,47.66278
NOR,2009-Q3,52.67775
NOR,2009-Q4,60.0398
NOR,2010-Q1,62.15157
NOR,2010-Q2,62.72376
NOR,2010-Q3,61.4205
NOR,2010-Q4,68.24606
NOR,2011-Q1,73.87897
NOR,2011-Q2,73.3279
NOR,2011-Q3,64.89135
NOR,2011-Q4,64.22363
NOR,2012-Q1,70.8898
NOR,2012-Q2,68.80869
NOR,2012-Q3,72.84772
NOR,2012-Q4,73.75025
NOR,2013-Q1,78.00548
NOR,2013-Q2,78.71694
NOR,2013-Q3,81.97562
NOR,2013-Q4,87.86747
NOR,2014-Q1,91.73001
NOR,2014-Q2,99.23083
NOR,2014-Q3,102.8485
NOR,2014-Q4,94.83432
NOR,2015-Q1,97.95371
NOR,2015-Q2,104.8074
NOR,2015-Q3,98.34641
NOR,2015-Q4,98.89245
NOR,2016-Q1,91.25436
NOR,2016-Q2,98.17344
NOR,2016-Q3,101.9249
NOR,2016-Q4,108.8419
NOR,2017-Q1,116.3764
NOR,2017-Q2,116.8149
NOR,2017-Q3,122.3281
NOR,2017-Q4,133.4607
NOR,2018-Q1,137.5897
NOR,2018-Q2,148.2753
NOR,2018-Q3,154.0787
NOR,2018-Q4,147.7554
NOR,2019-Q1,145.8166
NOR,2019-Q2,148.404
NOR,2019-Q3,145.34
NOR,2019-Q4,151.0397
NOR,2020-Q1,141.9355
NOR,2020-Q2,128.5604
NOR,2020-Q3,139.6004
NOR,2020-Q4,146.1826
NOR,2021-Q1,165.5748
NOR,2021-Q2,177.7793
NOR,2021-Q3,185.1987
NOR,2021-Q4,197.4827
NOR,2022-Q1,199.777
NOR,2022-Q2,211.7659
NOR,2022-Q3,208.1653
NOR,2022-Q4,204.6834
NOR,2023-Q1,206.7645
NOR,2023-Q2,208.2854
NOR,2023-Q3,216.2463
POL,1995-Q1,12.88067
POL,1995-Q2,15.56009
POL,1995-Q3,16.58915
POL,1995-Q4,15.34462
POL,1996-Q1,19.89947
POL,1996-Q2,24.01948
POL,1996-Q3,25.96195
POL,1996-Q4,27.22306
POL,1997-Q1,32.23452
POL,1997-Q2,31.04692
POL,1997-Q3,31.625
POL,1997-Q4,29.35398
POL,1998-Q1,30.85271
POL,1998-Q2,31.70312
POL,1998-Q3,27.9367
POL,1998-Q4,23.82034
POL,1999-Q1,26.71097
POL,1999-Q2,30.06499
POL,1999-Q3,31.89435
POL,1999-Q4,29.9518
POL,2000-Q1,40.22374
POL,2000-Q2,37.86824
POL,2000-Q3,35.89092
POL,2000-Q4,31.89255
POL,2001-Q1,31.12156
POL,2001-Q2,28.71764
POL,2001-Q3,24.50015
POL,2001-Q4,26.124
POL,2002-Q1,29.49613
POL,2002-Q2,29.14695
POL,2002-Q3,25.39087
POL,2002-Q4,26.92519
POL,2003-Q1,27.00009
POL,2003-Q2,28.6286
POL,2003-Q3,36.48597
POL,2003-Q4,39.07829
POL,2004-Q1,43.93711
POL,2004-Q2,45.79675
POL,2004-Q3,46.38705
POL,2004-Q4,49.02393
POL,2005-Q1,51.40833
POL,2005-Q2,51.5751
POL,2005-Q3,59.58395
POL,2005-Q4,64.39719
POL,2006-Q1,74.07005
POL,2006-Q2,79.35272
POL,2006-Q3,83.76587
POL,2006-Q4,93.98742
POL,2007-Q1,102.8101
POL,2007-Q2,118.2924
POL,2007-Q3,118.7949
POL,2007-Q4,113.3552
POL,2008-Q1,92.98734
POL,2008-Q2,88.5285
POL,2008-Q3,76.42695
POL,2008-Q4,54.64632
POL,2009-Q1,46.47731
POL,2009-Q2,56.37384
POL,2009-Q3,67.54105
POL,2009-Q4,75.5191
POL,2010-Q1,77.17722
POL,2010-Q2,79.93491
POL,2010-Q3,81.85064
POL,2010-Q4,89.45378
POL,2011-Q1,91.3623
POL,2011-Q2,94.84444
POL,2011-Q3,81.46832
POL,2011-Q4,75.0613
POL,2012-Q1,78.1096
POL,2012-Q2,75.62701
POL,2012-Q3,79.93099
POL,2012-Q4,86.25308
POL,2013-Q1,89.69455
POL,2013-Q2,87.75108
POL,2013-Q3,92.40704
POL,2013-Q4,101.4671
POL,2014-Q1,99.11945
POL,2014-Q2,99.98905
POL,2014-Q3,100.5428
POL,2014-Q4,101.6078
POL,2015-Q1,100.7699
POL,2015-Q2,106.4386
POL,2015-Q3,99.23811
POL,2015-Q4,93.55338
POL,2016-Q1,87.01677
POL,2016-Q2,89.47188
POL,2016-Q3,90.14664
POL,2016-Q4,94.0425
POL,2017-Q1,109.0368
POL,2017-Q2,116.3383
POL,2017-Q3,121.2056
POL,2017-Q4,122.3483
POL,2018-Q1,121.2332
POL,2018-Q2,112.8879
POL,2018-Q3,112.4054
POL,2018-Q4,109.8776
POL,2019-Q1,115.119
POL,2019-Q2,113.6708
POL,2019-Q3,111.521
POL,2019-Q4,110.4107
POL,2020-Q1,101.0316
POL,2020-Q2,90.035
POL,2020-Q3,98.17485
POL,2020-Q4,99.09382
POL,2021-Q1,111.4317
POL,2021-Q2,121.1905
POL,2021-Q3,132.4573
POL,2021-Q4,136.3287
POL,2022-Q1,126.7956
POL,2022-Q2,110.712
POL,2022-Q3,100.0288
POL,2022-Q4,101.3943
POL,2023-Q1,114.8557
POL,2023-Q2,122.4095
POL,2023-Q3,131.8777
PRT,1995-Q1,35.45322
PRT,1995-Q2,36.33908
PRT,1995-Q3,35.19401
PRT,1995-Q4,35.04147
PRT,1996-Q1,37.41074
PRT,1996-Q2,39.90409
PRT,1996-Q3,42.39531
PRT,1996-Q4,44.43994
PRT,1997-Q1,53.38343
PRT,1997-Q2,59.71841
PRT,1997-Q3,71.18771
PRT,1997-Q4,73.29565
PRT,1998-Q1,93.38541
PRT,1998-Q2,116.7122
PRT,1998-Q3,105.5044
PRT,1998-Q4,92.40578
PRT,1999-Q1,97.72163
PRT,1999-Q2,90.64137
PRT,1999-Q3,88.19949
PRT,1999-Q4,96.93127
PRT,2000-Q1,121.2281
PRT,2000-Q2,114.177
PRT,2000-Q3,113.1918
PRT,2000-Q4,103.7058
PRT,2001-Q1,101.2467
PRT,2001-Q2,90.79151
PRT,2001-Q3,76.80612
PRT,2001-Q4,79.34283
PRT,2002-Q1,79.2476
PRT,2002-Q2,77.05229
PRT,2002-Q3,65.96362
PRT,2002-Q4,62.19341
PRT,2003-Q1,62.31377
PRT,2003-Q2,63.72828
PRT,2003-Q3,66.43349
PRT,2003-Q4,72.13263
PRT,2004-Q1,81.43467
PRT,2004-Q2,84.69859
PRT,2004-Q3,83.65485
PRT,2004-Q4,87.64091
PRT,2005-Q1,92.451
PRT,2005-Q2,91.47682
PRT,2005-Q3,92.95171
PRT,2005-Q4,98.7772
PRT,2006-Q1,112.2552
PRT,2006-Q2,120.145
PRT,2006-Q3,121.9106
PRT,2006-Q4,132.3995
PRT,2007-Q1,145.4301
PRT,2007-Q2,160.6093
PRT,2007-Q3,164.8851
PRT,2007-Q4,163.7075
PRT,2008-Q1,140.2725
PRT,2008-Q2,138.4951
PRT,2008-Q3,111.81
PRT,2008-Q4,84.56519
PRT,2009-Q1,82.48266
PRT,2009-Q2,95.16884
PRT,2009-Q3,104.9001
PRT,2009-Q4,115.294
PRT,2010-Q1,109.9095
PRT,2010-Q2,103.233
PRT,2010-Q3,104.5601
PRT,2010-Q4,110.4884
PRT,2011-Q1,112.0082
PRT,2011-Q2,110.7499
PRT,2011-Q3,98.10997
PRT,2011-Q4,88.03059
PRT,2012-Q1,87.46803
PRT,2012-Q2,79.91856
PRT,2012-Q3,82.09844
PRT,2012-Q4,89.24361
PRT,2013-Q1,99.94727
PRT,2013-Q2,100.3404
PRT,2013-Q3,99.86269
PRT,2013-Q4,105.8736
PRT,2014-Q1,116.0144
PRT,2014-Q2,121.6855
PRT,2014-Q3,105.2214
PRT,2014-Q4,91.23013
PRT,2015-Q1,95.08944
PRT,2015-Q2,107.3346
PRT,2015-Q3,98.87149
PRT,2015-Q4,98.70445
PRT,2016-Q1,94.42567
PRT,2016-Q2,97.6308
PRT,2016-Q3,98.50283
PRT,2016-Q4,98.10465
PRT,2017-Q1,100.9455
PRT,2017-Q2,112.4927
PRT,2017-Q3,115.3191
PRT,2017-Q4,118.6877
PRT,2018-Q1,120.157
PRT,2018-Q2,126.1167
PRT,2018-Q3,128.803
PRT,2018-Q4,115.1291
PRT,2019-Q1,119.5027
PRT,2019-Q2,125.1164
PRT,2019-Q3,125.7008
PRT,2019-Q4,131.2869
PRT,2020-Q1,131.0177
PRT,2020-Q2,120.1972
PRT,2020-Q3,127.2954
PRT,2020-Q4,134.2155
PRT,2021-Q1,147.8888
PRT,2021-Q2,150.7678
PRT,2021-Q3,157.2781
PRT,2021-Q4,166.9956
PRT,2022-Q1,162.3411
PRT,2022-Q2,177.1767
PRT,2022-Q3,185.8813
PRT,2022-Q4,174.0842
PRT,2023-Q1,177.6494
PRT,2023-Q2,183.4996
PRT,2023-Q3,178.8136
SVK,1995-Q1,77.11252
SVK,1995-Q2,70.7413
