LOCATION,TIME,SHPRICE
FRA,2011-Q3,66.90913
FRA,2011-Q4,61.80942
FRA,2012-Q1,67.94421
FRA,2012-Q2,63.48
FRA,2012-Q3,67.91679
FRA,2012-Q4,70.81454
FRA,2013-Q1,75.62655
FRA,2013-Q2,77.51161
FRA,2013-Q3,81.46191
FRA,2013-Q4,86.00828
FRA,2014-Q1,88.27519
FRA,2014-Q2,92.24825
FRA,2014-Q3,89.35283
FRA,2014-Q4,86.7632
FRA,2015-Q1,97.65508
FRA,2015-Q2,104.6074
FRA,2015-Q3,99.13938
FRA,2015-Q4,98.59814
FRA,2016-Q1,90.08723
FRA,2016-Q2,91.40158
FRA,2016-Q3,92.15211
FRA,2016-Q4,95.81221
FRA,2017-Q1,102.637
FRA,2017-Q2,110.3261
FRA,2017-Q3,109.2354
FRA,2017-Q4,113.573
FRA,2018-Q1,112.5786
FRA,2018-Q2,114.8468
FRA,2018-Q3,114.5222
FRA,2018-Q4,105.1777
FRA,2019-Q1,106.4145
FRA,2019-Q2,113.229
FRA,2019-Q3,114.589
FRA,2019-Q4,120.5176
FRA,2020-Q1,113.5848
FRA,2020-Q2,96.17435
FRA,2020-Q3,103.3739
FRA,2020-Q4,109.3986
FRA,2021-Q1,120.086
FRA,2021-Q2,132.126
FRA,2021-Q3,136.9714
FRA,2021-Q4,141.532
FRA,2022-Q1,139.4587
FRA,2022-Q2,129.9106
FRA,2022-Q3,126.0002
FRA,2022-Q4,129.3106
FRA,2023-Q1,143.5057
FRA,2023-Q2,147.5968
FRA,2023-Q3,146.0504
DEU,1995-Q1,33.12646
DEU,1995-Q2,33.05642
DEU,1995-Q3,35.30302
DEU,1995-Q4,34.44191
DEU,1996-Q1,36.89865
DEU,1996-Q2,37.75591
DEU,1996-Q3,38.25843
DEU,1996-Q4,40.61557
DEU,1997-Q1,45.90369
DEU,1997-Q2,50.91035
DEU,1997-Q3,57.6945
DEU,1997-Q4,55.83604
DEU,1998-Q1,62.61505
DEU,1998-Q2,73.05956
DEU,1998-Q3,71.12335
DEU,1998-Q4,62.07782
DEU,1999-Q1,66.40587
DEU,1999-Q2,68.20328
DEU,1999-Q3,69.51551
DEU,1999-Q4,74.39943
DEU,2000-Q1,93.66713
DEU,2000-Q2,91.14356
DEU,2000-Q3,88.50239
DEU,2000-Q4,80.40536
DEU,2001-Q1,74.75866
DEU,2001-Q2,71.35341
DEU,2001-Q3,62.15879
DEU,2001-Q4,58.6745
DEU,2002-Q1,61.8966
DEU,2002-Q2,58.93797
DEU,2002-Q3,45.08178
DEU,2002-Q4,38.68385
DEU,2003-Q1,33.77744
DEU,2003-Q2,36.916
DEU,2003-Q3,42.28124
DEU,2003-Q4,45.70512
DEU,2004-Q1,49.62318
DEU,2004-Q2,48.67853
DEU,2004-Q3,47.02635
DEU,2004-Q4,49.86545
DEU,2005-Q1,52.70198
DEU,2005-Q2,53.07598
DEU,2005-Q3,58.46629
DEU,2005-Q4,61.56565
DEU,2006-Q1,68.95836
DEU,2006-Q2,69.39342
DEU,2006-Q3,68.12617
DEU,2006-Q4,75.19435
DEU,2007-Q1,80.95159
DEU,2007-Q2,89.04668
DEU,2007-Q3,89.05054
DEU,2007-Q4,90.87238
DEU,2008-Q1,79.19724
DEU,2008-Q2,77.84645
DEU,2008-Q3,70.18448
DEU,2008-Q4,51.05237
DEU,2009-Q1,45.272
DEU,2009-Q2,49.75428
DEU,2009-Q3,54.92223
DEU,2009-Q4,59.52854
DEU,2010-Q1,60.46484
DEU,2010-Q2,62.30466
DEU,2010-Q3,62.19799
DEU,2010-Q4,68.5927
DEU,2011-Q1,72.58338
DEU,2011-Q2,72.852
DEU,2011-Q3,62.10288
DEU,2011-Q4,58.31849
DEU,2012-Q1,66.1591
DEU,2012-Q2,63.17606
DEU,2012-Q3,66.56974
DEU,2012-Q4,70.90421
DEU,2013-Q1,75.16737
DEU,2013-Q2,76.40697
DEU,2013-Q3,78.68507
DEU,2013-Q4,85.80981
DEU,2014-Q1,89.28381
DEU,2014-Q2,90.10316
DEU,2014-Q3,87.65477
DEU,2014-Q4,86.66
DEU,2015-Q1,100.7289
DEU,2015-Q2,105.2658
DEU,2015-Q3,97.13471
DEU,2015-Q4,96.8706
DEU,2016-Q1,88.57436
DEU,2016-Q2,90.14172
DEU,2016-Q3,92.65629
DEU,2016-Q4,96.20099
DEU,2017-Q1,104.4432
DEU,2017-Q2,109.9235
DEU,2017-Q3,108.3934
DEU,2017-Q4,115.3697
DEU,2018-Q1,112.7009
DEU,2018-Q2,111.4973
DEU,2018-Q3,108.9724
DEU,2018-Q4,98.3422
DEU,2019-Q1,97.97269
DEU,2019-Q2,102.7326
DEU,2019-Q3,101.2321
DEU,2019-Q4,108.1653
DEU,2020-Q1,102.3567
DEU,2020-Q2,93.52061
DEU,2020-Q3,105.2703
DEU,2020-Q4,106.6391
DEU,2021-Q1,116.5541
DEU,2021-Q2,124.263
DEU,2021-Q3,126.4414
DEU,2021-Q4,125.2661
DEU,2022-Q1,118.4183
DEU,2022-Q2,105.9733
DEU,2022-Q3,96.64118
DEU,2022-Q4,99.13005
DEU,2023-Q1,111.7119
DEU,2023-Q2,113.6289
DEU,2023-Q3,111.5693
GRC,1995-Q1,115.2894
GRC,1995-Q2,122.1996
GRC,1995-Q3,132.9943
GRC,1995-Q4,127.1056
GRC,1996-Q1,136.506
GRC,1996-Q2,129.871
GRC,1996-Q3,128.4068
GRC,1996-Q4,129.5228
GRC,1997-Q1,168.8762
GRC,1997-Q2,215.7401
GRC,1997-Q3,225.181
GRC,1997-Q4,218.3046
GRC,1998-Q1,215.4397
GRC,1998-Q2,342.1999
GRC,1998-Q3,345.9507
GRC,1998-Q4,321.0397
GRC,1999-Q1,464.3806
GRC,1999-Q2,542.4884
GRC,1999-Q3,703.3415
GRC,1999-Q4,775.9496
GRC,2000-Q1,706.9761
GRC,2000-Q2,610.8323
GRC,2000-Q3,536.5334
GRC,2000-Q4,489.6668
GRC,2001-Q1,427.4381
GRC,2001-Q2,412.0954
GRC,2001-Q3,344.7851
GRC,2001-Q4,342.3661
GRC,2002-Q1,334.3079
GRC,2002-Q2,304.7097
GRC,2002-Q3,281.1701
GRC,2002-Q4,244.6105
GRC,2003-Q1,221.2424
GRC,2003-Q2,234.9124
GRC,2003-Q3,284.4552
GRC,2003-Q4,291.2244
GRC,2004-Q1,327.0757
GRC,2004-Q2,327.9688
GRC,2004-Q3,313.3318
GRC,2004-Q4,348.6485
GRC,2005-Q1,400.0396
GRC,2005-Q2,399.6834
GRC,2005-Q3,438.0401
GRC,2005-Q4,465.7989
GRC,2006-Q1,544.8119
GRC,2006-Q2,530.0952
GRC,2006-Q3,514.3188
GRC,2006-Q4,568.42
GRC,2007-Q1,623.9168
GRC,2007-Q2,651.8931
GRC,2007-Q3,661.8803
GRC,2007-Q4,693.5989
GRC,2008-Q1,583.6082
GRC,2008-Q2,541.7925
GRC,2008-Q3,440.6208
GRC,2008-Q4,272.8507
GRC,2009-Q1,226.1858
GRC,2009-Q2,286.8499
GRC,2009-Q3,323.7748
GRC,2009-Q4,338.3555
GRC,2010-Q1,276.615
GRC,2010-Q2,229.4389
GRC,2010-Q3,214.7403
GRC,2010-Q4,203.2628
GRC,2011-Q1,211.8011
GRC,2011-Q2,183.1573
GRC,2011-Q3,138.4849
GRC,2011-Q4,96.87469
GRC,2012-Q1,100.2053
GRC,2012-Q2,82.72147
GRC,2012-Q3,88.58408
GRC,2012-Q4,113.0605
GRC,2013-Q1,131.8409
GRC,2013-Q2,128.8756
GRC,2013-Q3,123.6791
GRC,2013-Q4,155.4684
GRC,2014-Q1,172.0253
GRC,2014-Q2,166.9589
GRC,2014-Q3,155.5156
GRC,2014-Q4,126.2526
GRC,2015-Q1,109.5299
GRC,2015-Q2,106.4894
GRC,2015-Q3,95.48257
GRC,2015-Q4,88.49805
GRC,2016-Q1,72.92614
GRC,2016-Q2,80.83347
GRC,2016-Q3,75.98377
GRC,2016-Q4,81.76666
GRC,2017-Q1,86.89425
GRC,2017-Q2,101.7199
GRC,2017-Q3,110.3987
GRC,2017-Q4,101.3695
GRC,2018-Q1,112.4799
GRC,2018-Q2,107.5014
GRC,2018-Q3,98.38707
GRC,2018-Q4,85.21928
GRC,2019-Q1,90.15636
GRC,2019-Q2,106.2809
GRC,2019-Q3,116.0294
GRC,2019-Q4,118.5714
GRC,2020-Q1,108.186
GRC,2020-Q2,84.5856
GRC,2020-Q3,86.03898
GRC,2020-Q4,93.37524
GRC,2021-Q1,108.3851
GRC,2021-Q2,121.3394
GRC,2021-Q3,120.1423
GRC,2021-Q4,120.8976
GRC,2022-Q1,122.6671
GRC,2022-Q2,119.1519
GRC,2022-Q3,113.1136
GRC,2022-Q4,119.3559
GRC,2023-Q1,140.4675
GRC,2023-Q2,157.5491
GRC,2023-Q3,173.7349
HUN,1995-Q1,5.973876
HUN,1995-Q2,6.630241
HUN,1995-Q3,7.283436
HUN,1995-Q4,7.189896
HUN,1996-Q1,9.961217
HUN,1996-Q2,13.49195
HUN,1996-Q3,15.61801
HUN,1996-Q4,17.62515
HUN,1997-Q1,25.22568
HUN,1997-Q2,28.45201
HUN,1997-Q3,36.19681
HUN,1997-Q4,34.4132
HUN,1998-Q1,38.29749
HUN,1998-Q2,38.97923
HUN,1998-Q3,31.16784
HUN,1998-Q4,25.77106
HUN,1999-Q1,28.79922
HUN,1999-Q2,29.55547
HUN,1999-Q3,34.23405
HUN,1999-Q4,35.19957
HUN,2000-Q1,46.63123
HUN,2000-Q2,43.10515
HUN,2000-Q3,39.61555
HUN,2000-Q4,36.96349
HUN,2001-Q1,35.39834
HUN,2001-Q2,32.58204
HUN,2001-Q3,30.35173
HUN,2001-Q4,32.91276
HUN,2002-Q1,37.53408
HUN,2002-Q2,39.57178
HUN,2002-Q3,34.79464
HUN,2002-Q4,35.79243
HUN,2003-Q1,35.60346
HUN,2003-Q2,38.25821
HUN,2003-Q3,40.67284
HUN,2003-Q4,45.12745
HUN,2004-Q1,48.17368
HUN,2004-Q2,53.10449
HUN,2004-Q3,56.51537
HUN,2004-Q4,65.44353
HUN,2005-Q1,78.35216
HUN,2005-Q2,82.00327
HUN,2005-Q3,100.5256
HUN,2005-Q4,100.4037
HUN,2006-Q1,107.2424
HUN,2006-Q2,106.8362
HUN,2006-Q3,104.5988
HUN,2006-Q4,109.9208
HUN,2007-Q1,112.9105
HUN,2007-Q2,123.4214
HUN,2007-Q3,133.0214
HUN,2007-Q4,126.9431
HUN,2008-Q1,111.2834
HUN,2008-Q2,105.2195
HUN,2008-Q3,96.73347
HUN,2008-Q4,62.40314
HUN,2009-Q1,53.46859
HUN,2009-Q2,67.26855
HUN,2009-Q3,85.57261
HUN,2009-Q4,98.90413
HUN,2010-Q1,105.4092
HUN,2010-Q2,108.9163
HUN,2010-Q3,107.1584
HUN,2010-Q4,106.2026
HUN,2011-Q1,107.5845
HUN,2011-Q2,111.1108
HUN,2011-Q3,90.73911
HUN,2011-Q4,81.18645
HUN,2012-Q1,88.86005
HUN,2012-Q2,82.23943
HUN,2012-Q3,84.61655
HUN,2012-Q4,87.94763
HUN,2013-Q1,89.52563
HUN,2013-Q2,88.63632
HUN,2013-Q3,88.12144
HUN,2013-Q4,88.59415
HUN,2014-Q1,85.73907
HUN,2014-Q2,87.45485
HUN,2014-Q3,85.7011
HUN,2014-Q4,82.16747
HUN,2015-Q1,84.25227
HUN,2015-Q2,104.4079
HUN,2015-Q3,103.4645
HUN,2015-Q4,107.8753
HUN,2016-Q1,114.5943
HUN,2016-Q2,126.4813
HUN,2016-Q3,131.6411
HUN,2016-Q4,143.0423
HUN,2017-Q1,156.1284
HUN,2017-Q2,161.6998
HUN,2017-Q3,175.3267
HUN,2017-Q4,185.3136
HUN,2018-Q1,185.1577
HUN,2018-Q2,175.8564
HUN,2018-Q3,172.0992
HUN,2018-Q4,183.0118
HUN,2019-Q1,194.0795
HUN,2019-Q2,196.6897
HUN,2019-Q3,192.3654
HUN,2019-Q4,205.3144
HUN,2020-Q1,196.6108
HUN,2020-Q2,167.1827
HUN,2020-Q3,166.5003
HUN,2020-Q4,176.616
HUN,2021-Q1,208.6995
HUN,2021-Q2,216.9197
HUN,2021-Q3,238.5741
HUN,2021-Q4,250.0295
HUN,2022-Q1,231.3313
HUN,2022-Q2,196.9096
HUN,2022-Q3,195.7475
HUN,2022-Q4,204.2352
HUN,2023-Q1,212.4625
HUN,2023-Q2,221.6279
HUN,2023-Q3,260.1762
ISL,1995-Q1,37.01169
ISL,1995-Q2,38.81209
ISL,1995-Q3,42.3871
ISL,1995-Q4,46.62194
ISL,1996-Q1,53.84377
ISL,1996-Q2,63.36901
ISL,1996-Q3,73.36531
ISL,1996-Q4,78.14273
ISL,1997-Q1,84.56373
ISL,1997-Q2,101.7379
ISL,1997-Q3,99.64847
ISL,1997-Q4,89.46104
ISL,1998-Q1,85.66473
ISL,1998-Q2,87.24645
ISL,1998-Q3,92.99384
ISL,1998-Q4,88.15867
ISL,1999-Q1,98.86082
ISL,1999-Q2,101.4093
ISL,1999-Q3,108.0323
ISL,1999-Q4,120.5061
ISL,2000-Q1,144.5811
ISL,2000-Q2,143.5217
ISL,2000-Q3,133.4879
ISL,2000-Q4,118.9035
ISL,2001-Q1,107.5615
ISL,2001-Q2,97.40368
ISL,2001-Q3,91.44495
ISL,2001-Q4,98.80161
ISL,2002-Q1,111.9848
ISL,2002-Q2,116.9507
ISL,2002-Q3,117.3904
ISL,2002-Q4,122.2089
ISL,2003-Q1,126.738
ISL,2003-Q2,131.655
ISL,2003-Q3,145.7938
ISL,2003-Q4,172.0256
ISL,2004-Q1,206.3449
ISL,2004-Q2,229.8349
ISL,2004-Q3,270.7581
ISL,2004-Q4,292.2131
ISL,2005-Q1,307.481
ISL,2005-Q2,333.2216
ISL,2005-Q3,362.6967
ISL,2005-Q4,401.6316
ISL,2006-Q1,506.1908
ISL,2006-Q2,453.2171
ISL,2006-Q3,462.2108
ISL,2006-Q4,510.025
ISL,2007-Q1,574.4703
ISL,2007-Q2,636.1462
ISL,2007-Q3,665.5087
ISL,2007-Q4,589.9795
ISL,2008-Q1,417.037
ISL,2008-Q2,390.4777
ISL,2008-Q3,333.0003
ISL,2008-Q4,95.78297
ISL,2009-Q1,42.54539
ISL,2009-Q2,37.27873
ISL,2009-Q3,40.8983
ISL,2009-Q4,42.83002
ISL,2010-Q1,45.87153
ISL,2010-Q2,50.13099
ISL,2010-Q3,50.98781
ISL,2010-Q4,50.78584
ISL,2011-Q1,53.706
ISL,2011-Q2,54.55549
ISL,2011-Q3,52.97669
ISL,2011-Q4,50.55281
ISL,2012-Q1,54.48866
ISL,2012-Q2,59.5853
ISL,2012-Q3,57.46157
ISL,2012-Q4,56.68302
ISL,2013-Q1,67.00176
ISL,2013-Q2,66.19331
ISL,2013-Q3,66.86076
ISL,2013-Q4,72.09547
ISL,2014-Q1,76.02692
ISL,2014-Q2,73.44328
ISL,2014-Q3,74.6882
ISL,2014-Q4,80.45113
ISL,2015-Q1,90.23843
ISL,2015-Q2,93.91222
ISL,2015-Q3,103.1338
ISL,2015-Q4,112.7156
ISL,2016-Q1,112.6748
ISL,2016-Q2,114.1874
ISL,2016-Q3,109.8417
ISL,2016-Q4,108.2026
ISL,2017-Q1,111.726
ISL,2017-Q2,119.2632
ISL,2017-Q3,117.7202
ISL,2017-Q4,114.7728
ISL,2018-Q1,119.1943
ISL,2018-Q2,118.5415
ISL,2018-Q3,112.3263
ISL,2018-Q4,108.8768
ISL,2019-Q1,112.8334
ISL,2019-Q2,126.0093
ISL,2019-Q3,126.4575
ISL,2019-Q4,127.2909
ISL,2020-Q1,126.3142
ISL,2020-Q2,123.5977
ISL,2020-Q3,132.3444
ISL,2020-Q4,147.984
ISL,2021-Q1,179.0672
ISL,2021-Q2,191.4798
ISL,2021-Q3,211.9906
ISL,2021-Q4,226.5166
ISL,2022-Q1,224.5231
ISL,2022-Q2,212.2251
ISL,2022-Q3,208.1386
ISL,2022-Q4,193.8614
ISL,2023-Q1,205.1267
ISL,2023-Q2,182.8562
ISL,2023-Q3,178.7266
IRL,1995-Q1,29.9931
IRL,1995-Q2,30.89108
IRL,1995-Q3,33.66418
IRL,1995-Q4,35.12233
IRL,1996-Q1,37.47497
IRL,1996-Q2,40.64532
IRL,1996-Q3,40.63581
IRL,1996-Q4,42.90539
IRL,1997-Q1,47.38166
IRL,1997-Q2,51.41385
IRL,1997-Q3,58.14723
IRL,1997-Q4,61.63256
IRL,1998-Q1,75.79449
IRL,1998-Q2,84.18364
IRL,1998-Q3,76.47849
IRL,1998-Q4,71.78744
IRL,1999-Q1,84.80218
IRL,1999-Q2,82.44739
IRL,1999-Q3,78.67252
IRL,1999-Q4,77.03829
IRL,2000-Q1,82.38521
IRL,2000-Q2,84.09315
IRL,2000-Q3,85.15733
IRL,2000-Q4,92.80932
IRL,2001-Q1,91.99236
IRL,2001-Q2,97.02896
IRL,2001-Q3,93.73882
IRL,2001-Q4,86.1387
IRL,2002-Q1,83.36185
IRL,2002-Q2,82.43864
IRL,2002-Q3,69.01569
IRL,2002-Q4,66.46909
IRL,2003-Q1,63.54338
IRL,2003-Q2,68.11217
IRL,2003-Q3,72.11177
IRL,2003-Q4,76.175
IRL,2004-Q1,82.7373
IRL,2004-Q2,85.49423
IRL,2004-Q3,87.83672
IRL,2004-Q4,95.29223
IRL,2005-Q1,103.1905
IRL,2005-Q2,99.3858
IRL,2005-Q3,107.919
IRL,2005-Q4,110.6634
IRL,2006-Q1,124.2372
IRL,2006-Q2,123.3871
IRL,2006-Q3,125.2064
IRL,2006-Q4,141.0847
IRL,2007-Q1,152.6527
IRL,2007-Q2,154.5685
IRL,2007-Q3,136.4821
IRL,2007-Q4,118.4125
IRL,2008-Q1,104.1807
IRL,2008-Q2,97.33456
IRL,2008-Q3,71.19006
IRL,2008-Q4,43.53585
IRL,2009-Q1,36.26431
IRL,2009-Q2,42.24942
IRL,2009-Q3,47.76387
IRL,2009-Q4,48.6574
IRL,2010-Q1,48.61245
IRL,2010-Q2,50.51866
IRL,2010-Q3,45.39211
IRL,2010-Q4,44.2272
IRL,2011-Q1,46.76215
IRL,2011-Q2,47.42767
IRL,2011-Q3,42.33442
IRL,2011-Q4,43.02879
IRL,2012-Q1,50.28942
IRL,2012-Q2,50.30134
IRL,2012-Q3,51.64727
IRL,2012-Q4,53.05172
IRL,2013-Q1,59.19814
IRL,2013-Q2,63.37381
IRL,2013-Q3,67.15453
IRL,2013-Q4,70.88317
IRL,2014-Q1,78.61034
IRL,2014-Q2,78.79269
IRL,2014-Q3,76.50835
IRL,2014-Q4,78.79274
IRL,2015-Q1,91.73064
IRL,2015-Q2,99.96202
IRL,2015-Q3,102.8383
IRL,2015-Q4,105.4691
IRL,2016-Q1,100.9068
IRL,2016-Q2,99.53304
IRL,2016-Q3,96.01779
IRL,2016-Q4,99.51279
IRL,2017-Q1,105.8952
IRL,2017-Q2,111.3379
IRL,2017-Q3,108.4716
IRL,2017-Q4,111.2742
IRL,2018-Q1,109.9823
IRL,2018-Q2,111.8222
IRL,2018-Q3,109.3019
IRL,2018-Q4,95.00898
IRL,2019-Q1,95.75076
IRL,2019-Q2,100.8754
IRL,2019-Q3,97.78223
IRL,2019-Q4,109.4807
IRL,2020-Q1,105.022
IRL,2020-Q2,90.48605
IRL,2020-Q3,101.4943
IRL,2020-Q4,112.7044
IRL,2021-Q1,121.903
IRL,2021-Q2,131.6352
IRL,2021-Q3,137.2227
IRL,2021-Q4,134.234
IRL,2022-Q1,127.7944
IRL,2022-Q2,112.9029
IRL,2022-Q3,108.523
IRL,2022-Q4,112.899
IRL,2023-Q1,129.5712
IRL,2023-Q2,136.7846
IRL,2023-Q3,141.021
ITA,1995-Q1,52.56913
ITA,1995-Q2,51.28364
ITA,1995-Q3,52.57227
ITA,1995-Q4,47.43096
ITA,1996-Q1,49.34374
ITA,1996-Q2,53.15767
ITA,1996-Q3,50.1807
ITA,1996-Q4,52.42924
ITA,1997-Q1,61.90376
ITA,1997-Q2,63.80341
ITA,1997-Q3,75.23408
ITA,1997-Q4,79.84509
ITA,1998-Q1,102.8197
ITA,1998-Q2,123.786
ITA,1998-Q3,116.4877
ITA,1998-Q4,106.4614
ITA,1999-Q1,123.4915
ITA,1999-Q2,126.8647
ITA,1999-Q3,123.1456
ITA,1999-Q4,127.0136
ITA,2000-Q1,159.6918
ITA,2000-Q2,160.783
ITA,2000-Q3,166.5389
ITA,2000-Q4,163
ITA,2001-Q1,148.9774
ITA,2001-Q2,141.4638
ITA,2001-Q3,123.2266
ITA,2001-Q4,113.8528
ITA,2002-Q1,117.4067
ITA,2002-Q2,115.2681
ITA,2002-Q3,95.19839
ITA,2002-Q4,90.51497
ITA,2003-Q1,86.86644
ITA,2003-Q2,92.4761
ITA,2003-Q3,96.73314
ITA,2003-Q4,101.3332
ITA,2004-Q1,105.8292
ITA,2004-Q2,107.4804
ITA,2004-Q3,106.3284
ITA,2004-Q4,114.8965
ITA,2005-Q1,124.8531
ITA,2005-Q2,125.4068
ITA,2005-Q3,133.0212
ITA,2005-Q4,133.7542
ITA,2006-Q1,146.039
ITA,2006-Q2,147.0125
ITA,2006-Q3,146.3387
ITA,2006-Q4,158.9419
ITA,2007-Q1,166.4274
ITA,2007-Q2,172.533
ITA,2007-Q3,161.8485
ITA,2007-Q4,155.6888
ITA,2008-Q1,132.9739
ITA,2008-Q2,128.9006
ITA,2008-Q3,111.4147
ITA,2008-Q4,82.21778
ITA,2009-Q1,69.5325
ITA,2009-Q2,77.96338
ITA,2009-Q3,85.87672
ITA,2009-Q4,92.55702
ITA,2010-Q1,90.80843
ITA,2010-Q2,85.66374
ITA,2010-Q3,83.55508
ITA,2010-Q4,85.92102
ITA,2011-Q1,90.47983
ITA,2011-Q2,88.82878
ITA,2011-Q3,70.44858
ITA,2011-Q4,66.22112
ITA,2012-Q1,70.4576
ITA,2012-Q2,62.00824
ITA,2012-Q3,65.29238
ITA,2012-Q4,68.9571
ITA,2013-Q1,73.11774
ITA,2013-Q2,73.53703
ITA,2013-Q3,75.69107
ITA,2013-Q4,83.55463
ITA,2014-Q1,89.88949
ITA,2014-Q2,95.87992
ITA,2014-Q3,91.31566
ITA,2014-Q4,85.41933
ITA,2015-Q1,94.29076
ITA,2015-Q2,104.2113
ITA,2015-Q3,101.2415
ITA,2015-Q4,100.2565
ITA,2016-Q1,85.98259
ITA,2016-Q2,84.11158
ITA,2016-Q3,79.96716
ITA,2016-Q4,83.0349
ITA,2017-Q1,92.96051
ITA,2017-Q2,100.6308
ITA,2017-Q3,103.8654
ITA,2017-Q4,107.677
ITA,2018-Q1,108.8764
ITA,2018-Q2,109.6757
ITA,2018-Q3,103.8787
ITA,2018-Q4,93.15824
ITA,2019-Q1,97.94986
ITA,2019-Q2,102.8069
ITA,2019-Q3,104.3782
ITA,2019-Q4,110.8286
ITA,2020-Q1,105.2635
ITA,2020-Q2,88.31362
ITA,2020-Q3,95.97511
ITA,2020-Q4,100.2279
ITA,2021-Q1,111.5047
ITA,2021-Q2,121.127
ITA,2021-Q3,123.2369
ITA,2021-Q4,131.1712
ITA,2022-Q1,129.4458
ITA,2022-Q2,119.827
ITA,2022-Q3,110.3604
ITA,2022-Q4,115.4091
ITA,2023-Q1,130.2217
ITA,2023-Q2,132.8032
ITA,2023-Q3,136.9773
JPN,1995-Q1,90.36125
JPN,1995-Q2,82.26588
JPN,1995-Q3,88.56534
JPN,1995-Q4,94.79517
JPN,1996-Q1,102.32
JPN,1996-Q2,108.361
JPN,1996-Q3,103.186
JPN,1996-Q4,100.127
JPN,1997-Q1,88.95297
JPN,1997-Q2,94.47006
JPN,1997-Q3,94.95396
JPN,1997-Q4,81.29122
JPN,1998-Q1,80.48716
JPN,1998-Q2,77.94176
JPN,1998-Q3,75.71396
JPN,1998-Q4,69.71125
JPN,1999-Q1,72.76202
JPN,1999-Q2,86.73225
JPN,1999-Q3,95.2911
JPN,1999-Q4,102.4623
JPN,2000-Q1,108.1511
JPN,2000-Q2,103.9406
JPN,2000-Q3,97.33197
JPN,2000-Q4,89.70116
JPN,2001-Q1,81.27102
JPN,2001-Q2,85.6048
JPN,2001-Q3,73.74722
JPN,2001-Q4,67.50836
JPN,2002-Q1,65.68752
JPN,2002-Q2,69.70845
JPN,2002-Q3,61.79251
JPN,2002-Q4,55.28914
JPN,2003-Q1,53.52525
JPN,2003-Q2,53.49516
JPN,2003-Q3,63.45606
JPN,2003-Q4,66.23674
JPN,2004-Q1,69.66891
JPN,2004-Q2,74.86628
JPN,2004-Q3,72.69864
JPN,2004-Q4,71.41391
JPN,2005-Q1,75.13079
JPN,2005-Q2,74.13506
JPN,2005-Q3,80.90187
JPN,2005-Q4,97.04748
JPN,2006-Q1,106.8908
JPN,2006-Q2,106.2651
JPN,2006-Q3,102.0394
JPN,2006-Q4,104.481
JPN,2007-Q1,111.2942
JPN,2007-Q2,111.8454
JPN,2007-Q3,105.946
JPN,2007-Q4,99.48113
JPN,2008-Q1,84.04182
JPN,2008-Q2,87.06788
JPN,2008-Q3,79.54988
JPN,2008-Q4,55.7739
JPN,2009-Q1,50.38186
JPN,2009-Q2,56.52445
JPN,2009-Q3,60.18697
JPN,2009-Q4,56.82893
JPN,2010-Q1,59.48713
JPN,2010-Q2,59.72822
JPN,2010-Q3,54.12216
JPN,2010-Q4,55.26143
JPN,2011-Q1,59.15515
JPN,2011-Q2,53.87399
JPN,2011-Q3,51.44011
JPN,2011-Q4,47.52919
JPN,2012-Q1,51.41476
JPN,2012-Q2,49.40912
JPN,2012-Q3,48.09087
JPN,2012-Q4,49.54342
JPN,2013-Q1,62.01039
JPN,2013-Q2,73.08347
JPN,2013-Q3,75.6308
JPN,2013-Q4,78.79073
JPN,2014-Q1,78.84058
JPN,2014-Q2,77.18821
JPN,2014-Q3,82.95821
JPN,2014-Q4,86.99096
JPN,2015-Q1,94.62305
JPN,2015-Q2,104.5554
JPN,2015-Q3,101.1685
JPN,2015-Q4,99.65303
JPN,2016-Q1,88.0939
JPN,2016-Q2,84.97093
JPN,2016-Q3,84.46985
JPN,2016-Q4,92.24419
JPN,2017-Q1,99.36059
JPN,2017-Q2,100.2906
JPN,2017-Q3,104.694
JPN,2017-Q4,114.1673
JPN,2018-Q1,115.0672
JPN,2018-Q2,113.5536
JPN,2018-Q3,111.704
JPN,2018-Q4,105.5548
JPN,2019-Q1,101.5961
JPN,2019-Q2,101.3701
JPN,2019-Q3,100.0634
JPN,2019-Q4,108.2321
JPN,2020-Q1,102.573
JPN,2020-Q2,96.25739
JPN,2020-Q3,102.8953
JPN,2020-Q4,110.0334
JPN,2021-Q1,122.5287
JPN,2021-Q2,124.6278
JPN,2021-Q3,127.2967
JPN,2021-Q4,128.7796
JPN,2022-Q1,123.8295
JPN,2022-Q2,122.0442
JPN,2022-Q3,124.481
JPN,2022-Q4,124.5833
JPN,2023-Q1,126.6094
JPN,2023-Q2,137.3391
JPN,2023-Q3,149.0864
KOR,1995-Q1,47.0266
KOR,1995-Q2,44.27252
KOR,1995-Q3,46.96544
KOR,1995-Q4,47.64
KOR,1996-Q1,43.06395
KOR,1996-Q2,45.25502
KOR,1996-Q3,40.1254
KOR,1996-Q4,37.09569
KOR,1997-Q1,33.55219
KOR,1997-Q2,36.00844
KOR,1997-Q3,35.95375
KOR,1997-Q4,24.33876
KOR,1998-Q1,25.24933
KOR,1998-Q2,18.46
KOR,1998-Q3,15.79061
KOR,1998-Q4,21.75622
KOR,1999-Q1,28.4534
KOR,1999-Q2,38.25139
KOR,1999-Q3,46.92733
KOR,1999-Q4,45.79699
KOR,2000-Q1,45.36805
KOR,2000-Q2,38.16686
KOR,2000-Q3,35.53377
