LOCATION,TIME,COMPEMPLOYEEACTY
LVA,2017,53.1324188
LVA,2018,54.96347172
LVA,2019,56.24481796
LVA,2020,57.2693273
LVA,2021,54.51917374
LVA,2022,53.1836096
TUR,1998,28.7575925
TUR,1999,30.39930456
TUR,2000,29.83508699
TUR,2001,27.85709381
TUR,2002,28.25820682
TUR,2003,28.65876943
TUR,2004,28.4228091
TUR,2005,28.42105533
TUR,2006,28.2564253
TUR,2007,28.80196364
TUR,2008,28.76722137
TUR,2009,29.94618835
TUR,2010,30.58026964
TUR,2011,30.02792328
TUR,2012,31.38931587
TUR,2013,31.66643596
TUR,2014,32.47282944
TUR,2015,32.98224123
TUR,2016,36.26371691
TUR,2017,34.06760902
TUR,2018,33.50611326
TUR,2019,34.79116601
TUR,2020,32.94868019
TUR,2021,30.05510145
TUR,2022,26.49546215
COL,2000,38.19224308
COL,2001,38.55165374
COL,2002,38.8707932
COL,2003,37.41661427
COL,2004,36.51854887
COL,2005,35.72280523
COL,2006,35.79061528
COL,2007,36.03542252
COL,2008,35.41170926
COL,2009,36.41278627
COL,2010,36.24521552
COL,2011,34.58098502
COL,2012,35.39295268
COL,2013,35.55363719
COL,2014,36.13865091
COL,2015,37.54837155
COL,2016,37.01332582
COL,2017,37.37477659
COL,2018,37.48561321
COL,2019,38.03490756
COL,2020,41.00117327
COL,2021,37.59959241
CRI,1995,48.61912002
CRI,1996,48.68486452
CRI,1997,47.59152697
CRI,1998,47.59987774
CRI,1999,49.05106806
CRI,2000,49.27372762
CRI,2001,50.43253792
CRI,2002,50.21129519
CRI,2003,49.01083465
CRI,2004,47.26301102
CRI,2005,46.8860643
CRI,2006,46.63365072
CRI,2007,46.57294926
CRI,2008,47.00438589
CRI,2009,48.25448177
CRI,2010,48.96980695
CRI,2011,49.83116097
CRI,2012,50.21808568
CRI,2013,50.57720006
CRI,2014,50.09856415
CRI,2015,50.10483234
CRI,2016,49.44276777
CRI,2017,47.9898718
CRI,2018,48.52875853
CRI,2019,48.65137766
CRI,2020,49.67071307
CRI,2021,48.50260408
CRI,2022,47.90509421
LTU,1995,41.86163107
LTU,1996,42.27159793
LTU,1997,44.15744759
LTU,1998,47.45271969
LTU,1999,48.81552789
LTU,2000,44.02203572
LTU,2001,42.52424135
LTU,2002,43.02615136
LTU,2003,43.18801928
LTU,2004,44.35317024
LTU,2005,44.87225072
LTU,2006,47.34383821
LTU,2007,47.32165565
LTU,2008,48.97168188
LTU,2009,49.36929533
LTU,2010,45.48700602
LTU,2011,43.53403924
LTU,2012,42.88702894
LTU,2013,43.23641486
LTU,2014,44.15916758
LTU,2015,46.52297801
LTU,2016,48.61059823
LTU,2017,48.86997528
LTU,2018,49.80452555
LTU,2019,51.47115176
LTU,2020,53.29114048
LTU,2021,53.35733948
LTU,2022,51.16730521
