LOCATION,YEAR,GDP,HHSAV,HHDI,EC,EMP,Interest_Rate,Mortgage_Rate,RES_PRICES,SPI,EER,TERMTRADE
FRA,7/31/18,0.447037899,8.662426596,0.38,58.59504132,27052.86,2.06,1.54,107.5169,114.5222,99.248333,98.53676313
FRA,10/31/18,0.51593347,8.662426596,1.18,58.59504132,27072.48,1.88,1.51,107.5169,105.1777,99.248333,98.53676313
FRA,1/31/19,0.703254186,9.214215647,0.6,57.29446187,27052.74,1.96,1.5,111.09995,106.4145,98.470833,99.39090078
FRA,4/30/19,0.679859178,9.214215647,-0.18,57.29446187,27190.12,1.92,1.49,111.09995,113.229,98.470833,99.39090078
FRA,7/31/19,0.082803829,9.214215647,0.57,57.29446187,27036.5,2.09,1.34,111.09995,114.589,98.470833,99.39090078
FRA,10/31/19,-0.4247615,9.214215647,0.63,57.29446187,27249.34,1.99,1.23,111.09995,120.5176,98.470833,99.39090078
FRA,1/31/20,-5.241986804,15.46020818,-1.21,57.76607613,27244.64,2.02,1.17,116.888,113.5848,100,100.2448977
FRA,4/30/20,-13.1418028,15.46020818,-2.33,57.76607613,26718,1.87,1.36,116.888,96.17435,100,100.2448977
FRA,7/31/20,17.37797819,15.46020818,3.34,57.76607613,26905.1,1.44,1.29,116.888,103.3739,100,100.2448977
FRA,10/31/20,-0.625705985,15.46020818,1.86,57.76607613,27113.46,1.66,1.28,116.888,109.3986,100,100.2448977
FRA,1/31/21,0.051009861,12.80653428,-1.17,57.96799087,27342.54,1.52,1.24,124.37985,120.086,100.550833,100.1698802
FRA,4/30/21,0.920155891,12.80653428,0.72,57.96799087,27674.71,1.64,1.15,124.37985,132.126,100.550833,100.1698802
FRA,7/31/21,2.987327428,12.80653428,0.36,57.96799087,27899.02,1.77,1.12,124.37985,136.9714,100.550833,100.1698802
FRA,10/31/21,0.569056227,12.80653428,1.57,57.96799087,27994.13,1.76,1.13,124.37985,141.532,100.550833,100.1698802
FRA,1/31/22,-0.086840154,,-1.51,58.51184577,28163.98,1.55,1.12,132.09725,139.4587,98.9,97.03687909
FRA,4/30/22,0.379176499,,-0.72,58.51184577,28328.85,1.66,1.19,132.09725,129.9106,98.9,97.03687909
FRA,7/31/22,0.31497136,,0.56,58.51184577,28438.42,2.05,1.45,132.09725,126.0002,98.9,97.03687909
FRA,10/31/22,0.110836299,,1.4,58.51184577,28433.16,2.53,1.77,132.09725,129.3106,98.9,97.03687909
FRA,1/31/23,0.019235362,,-0.41,,28537.11,3.11,2.2,,143.5057,,
FRA,4/30/23,0.525750247,,0.07,,28643.25,3.55,2.72,,147.5968,,
GRC,4/30/18,0.205694998,-14.70393537,3.74,42.34923767,3818.028,5.08,2.85,64.35095,107.5014,,98.30570975
GRC,7/31/18,-0.17217682,-14.70393537,-4.27,42.34923767,3843.896,5.44,3.04,64.35095,98.38707,,98.30570975
GRC,10/31/18,0.807814548,-14.70393537,1.43,42.34923767,3862.221,5.07,2.95,64.35095,85.21928,,98.30570975
GRC,1/31/19,0.659522676,-10.07787246,3.39,42.61938897,3891.352,5.05,3.33,68.997575,90.15636,,97.74202822
GRC,4/30/19,1.081793477,-10.07787246,2.63,42.61938897,3920.633,5.23,3.13,68.997575,106.2809,,97.74202822
GRC,7/31/19,-0.389130544,-10.07787246,-2.37,42.61938897,3919.113,4.89,3.25,68.997575,116.0294,,97.74202822
GRC,10/31/19,-0.364531321,-10.07787246,-0.41,42.61938897,3913.002,4.92,2.97,68.997575,118.5714,,97.74202822
GRC,1/31/20,-1.780152727,-5.056368995,-1.53,45.43524799,3928.06,4.59,2.86,72.098875,108.186,,96.96116469
GRC,4/30/20,-13.43970169,-5.056368995,0.51,45.43524799,3844.315,4.59,2.7,72.098875,84.5856,,96.96116469
GRC,7/31/20,5.415681068,-5.056368995,4.84,45.43524799,3852.956,4.31,2.98,72.098875,86.03898,,96.96116469
GRC,10/31/20,4.025627608,-5.056368995,-5.5,45.43524799,3876.269,5.53,2.86,72.098875,93.37524,,96.96116469
GRC,1/31/21,3.332891893,-3.095674181,7.29,43.75283703,3762.774,4.49,2.54,77.559675,108.3851,,95.92959349
GRC,4/30/21,1.285211579,-3.095674181,-1.12,43.75283703,3906.964,4.54,2.78,77.559675,121.3394,,95.92959349
GRC,7/31/21,3.225463157,-3.095674181,4.99,43.75283703,4003.232,4.21,2.77,77.559675,120.1423,,95.92959349
GRC,10/31/21,0.514157679,-3.095674181,,43.75283703,4038.93,4.35,2.92,77.559675,120.8976,,95.92959349
GRC,1/31/22,2.727020831,,,40.04187236,4127.804,4.36,2.86,86.772525,122.6671,,100.3817496
GRC,4/30/22,0.504221298,,,40.04187236,4136.673,4.67,2.83,86.772525,119.1519,,100.3817496
GRC,7/31/22,0.264726728,,,40.04187236,4141.397,4.7,3.01,86.772525,113.1136,,100.3817496
GRC,10/31/22,1.193790764,,,40.04187236,4156.626,5.77,3.69,86.772525,119.3559,,100.3817496
GRC,1/31/23,-0.004243194,,,,4180.942,6.37,3.73,,140.4675,,
GRC,4/30/23,1.263901891,,,,4200.822,7.02,3.88,,157.5491,,
