LOCATION,TIME,QGDP,HHSAV,HHDI,ECT,EMP,CLIR
AUS,2009-01-31,0.923212155,5.645295108,-2.25,50.53411108,72.46384,
AUS,2009-04-30,0.724369816,5.645295108,2.45,50.53411108,72.04186,
AUS,2009-07-31,0.337082888,5.645295108,-3.04,50.53411108,71.73898,
AUS,2009-10-31,0.765596268,5.645295108,0.77,50.53411108,71.92456,
AUS,2010-01-31,0.431602448,7.363248676,0.62,50.46480132,72.10731,
AUS,2010-04-30,0.645116572,7.363248676,0.08,50.46480132,72.06341,
AUS,2010-07-31,0.682549365,7.363248676,1.85,50.46480132,72.45774,
AUS,2010-10-31,0.843066505,7.363248676,2.21,50.46480132,72.83595,
AUS,2011-01-31,-0.30015262,7.948585342,0.66,50.75518823,72.8946,
AUS,2011-04-30,1.269830471,7.948585342,-0.28,50.75518823,72.65271,
AUS,2011-07-31,1.364758612,7.948585342,0.54,50.75518823,72.63012,
AUS,2011-10-31,1.072041471,7.948585342,0.92,50.75518823,72.44868,
AUS,2012-01-31,0.970739636,6.541727372,-1.19,51.24929591,72.45183,
AUS,2012-04-30,0.724128413,6.541727372,0.72,51.24929591,72.39378,
AUS,2012-07-31,0.576151209,6.541727372,-2.54,51.24929591,72.29718,
AUS,2012-10-31,0.476459773,6.541727372,0.86,51.24929591,72.23671,
AUS,2013-01-31,0.466452771,7.407071087,0.73,51.14405211,72.32061,
AUS,2013-04-30,0.383995137,7.407071087,-0.2,51.14405211,72.07904,
AUS,2013-07-31,0.805270864,7.407071087,0.01,51.14405211,71.87262,
AUS,2013-10-31,0.804441575,7.407071087,0.99,51.14405211,71.63584,
AUS,2014-01-31,0.777343203,7.612173147,0.3,51.92679741,71.57872,
AUS,2014-04-30,0.46267593,7.612173147,1.09,51.92679741,71.5243,
AUS,2014-07-31,0.436386796,7.612173147,0.1,51.92679741,71.51868,
AUS,2014-10-31,0.372170726,7.612173147,0.55,51.92679741,71.46951,
AUS,2015-01-31,0.931333997,6.104797365,-0.35,52.6760397,71.83887,
AUS,2015-04-30,0.079647049,6.104797365,0.59,52.6760397,72.02122,
AUS,2015-07-31,1.012804558,6.104797365,-0.21,52.6760397,72.11708,
AUS,2015-10-31,0.616621011,6.104797365,-1.19,52.6760397,72.51007,
AUS,2016-01-31,0.906955376,5.483067864,0.25,50.85281779,72.54881,
AUS,2016-04-30,0.626050164,5.483067864,0.52,50.85281779,72.41713,
AUS,2016-07-31,0.071473653,5.483067864,0.01,50.85281779,72.34456,
AUS,2016-10-31,1.070294879,5.483067864,-0.07,50.85281779,72.28725,
AUS,2017-01-31,0.330189167,4.871475372,0.11,50.81587022,72.42339,
AUS,2017-04-30,0.599304313,4.871475372,-0.35,50.81587022,72.79155,
AUS,2017-07-31,0.930245889,4.871475372,0.04,50.81587022,73.17734,
AUS,2017-10-31,0.487001462,4.871475372,1.15,50.81587022,73.46988,
AUS,2018-01-31,0.992495226,5.706899105,-0.12,50.47152565,73.65382,
AUS,2018-04-30,0.714921003,5.706899105,0.22,50.47152565,73.58951,
AUS,2018-07-31,0.438767086,5.706899105,-0.05,50.47152565,73.75949,
AUS,2018-10-31,0.241640866,5.706899105,0.66,50.47152565,73.96333,
AUS,2019-01-31,0.565688899,12.2218128,0.16,51.48317657,74.07294,
AUS,2019-04-30,0.401594619,12.2218128,-0.8,51.48317657,74.17422,
AUS,2019-07-31,0.709203244,12.2218128,2.03,51.48317657,74.44659,
AUS,2019-10-31,0.531500413,12.2218128,-0.83,51.48317657,74.41254,
AUS,2020-01-31,-0.207851303,15.33103285,0.91,51.07031822,74.51093,
AUS,2020-04-30,-6.713785015,15.33103285,3.42,51.07031822,70.48043,
AUS,2020-07-31,3.788415415,15.33103285,3.51,51.07031822,72.05723,
AUS,2020-10-31,3.349996508,15.33103285,-2.59,51.07031822,73.56229,
AUS,2021-01-31,2.129787678,13.02784245,0.87,49.04116889,74.34381,
AUS,2021-04-30,0.676470255,13.02784245,-1.46,49.04116889,75.13034,
AUS,2021-07-31,-2.081502347,13.02784245,3.97,49.04116889,74.80534,
AUS,2021-10-31,3.88480599,13.02784245,-1.35,49.04116889,75.3378,
AUS,2022-01-31,0.619193903,,-0.37,48.91696938,76.69986,
AUS,2022-04-30,0.723268248,,-1.59,48.91696938,77.13078,
AUS,2022-07-31,0.674356247,,-0.7,48.91696938,77.5108,
AUS,2022-10-31,0.652830803,,-2.85,48.91696938,77.56709,
AUS,2023-01-31,0.372295866,,-1.09,,77.47282,
AUS,2023-04-30,0.355691512,,-0.53,,77.51906,
GBR,1995-01-31,0.250800926,10.12745225,,49.6592942,69.2086,
GBR,1995-04-30,0.182819088,10.12745225,,49.6592942,69.42632,
GBR,1995-07-31,1.001778287,10.12745225,,49.6592942,69.63885,
GBR,1995-10-31,0.178658391,10.12745225,,49.6592942,69.94743,
GBR,1996-01-31,0.404140934,9.026638465,,48.6581821,69.90453,
GBR,1996-04-30,0.039821691,9.026638465,,48.6581821,69.93823,
GBR,1996-07-31,1.063589112,9.026638465,,48.6581821,70.01639,
GBR,1996-10-31,0.99572411,9.026638465,,48.6581821,70.33995,
GBR,1997-01-31,1.532448804,6.382320039,,50.57042911,70.76462,
GBR,1997-04-30,1.061110574,6.382320039,,50.57042911,71.02432,
GBR,1997-07-31,0.934035136,6.382320039,,50.57042911,71.07834,
GBR,1997-10-31,1.45499958,6.382320039,,50.57042911,71.19907,
GBR,1998-01-31,0.600514803,3.155790501,,50.87336948,71.27648,
GBR,1998-04-30,0.532167608,3.155790501,,50.87336948,71.2774,
GBR,1998-07-31,0.300977384,3.155790501,,50.87336948,71.56174,
GBR,1998-10-31,0.625417867,3.155790501,,50.87336948,71.78155,
GBR,1999-01-31,0.71753313,1.930887269,,52.85707419,71.85828,
GBR,1999-04-30,0.404129602,1.930887269,,52.85707419,71.88622,
GBR,1999-07-31,1.680630967,1.930887269,,52.85707419,72.11771,
GBR,1999-10-31,1.44958507,1.930887269,,52.85707419,72.2747,
GBR,2000-01-31,1.161303589,4.063876159,,53.82652415,72.26537,
GBR,2000-04-30,0.654921704,4.063876159,,53.82652415,72.47532,
GBR,2000-07-31,0.510036966,4.063876159,,53.82652415,72.62865,
GBR,2000-10-31,0.429040478,4.063876159,,53.82652415,72.49927,
GBR,2001-01-31,0.856367003,3.914465849,,54.87427712,72.64088,
GBR,2001-04-30,0.366006178,3.914465849,,54.87427712,72.67834,
GBR,2001-07-31,0.460117524,3.914465849,,54.87427712,72.5294,
GBR,2001-10-31,0.162426854,3.914465849,,54.87427712,72.58215,
GBR,2002-01-31,0.347322027,3.726676072,,54.0624181,72.45824,
GBR,2002-04-30,0.525863509,3.726676072,,54.0624181,72.68372,
GBR,2002-07-31,0.725898944,3.726676072,,54.0624181,72.57182,
GBR,2002-10-31,0.838067847,3.726676072,,54.0624181,72.87263,
GBR,2003-01-31,0.633321254,2.354463899,,53.91934977,72.68249,
GBR,2003-04-30,0.856305203,2.354463899,,53.91934977,72.88149,
GBR,2003-07-31,0.985626756,2.354463899,,53.91934977,72.78049,
GBR,2003-10-31,0.777338573,2.354463899,,53.91934977,72.76896,
GBR,2004-01-31,0.44474421,2.69558676,,54.88867198,73.03226,
GBR,2004-04-30,0.529076685,2.69558676,,54.88867198,72.87817,
GBR,2004-07-31,0.238714305,2.69558676,,54.88867198,72.86763,
GBR,2004-10-31,0.316186089,2.69558676,,54.88867198,73.04147,
GBR,2005-01-31,0.750302595,2.222884063,,54.83536073,73.07851,
GBR,2005-04-30,0.946491587,2.222884063,,54.83536073,72.89326,
GBR,2005-07-31,0.857838571,2.222884063,,54.83536073,73.04482,
GBR,2005-10-31,1.043946134,2.222884063,,54.83536073,72.67564,
GBR,2006-01-31,0.344745269,2.655546964,,55.14647488,72.90321,
GBR,2006-04-30,0.235756048,2.655546964,,55.14647488,72.84257,
GBR,2006-07-31,0.142617665,2.655546964,,55.14647488,72.81538,
GBR,2006-10-31,0.436638333,2.655546964,,55.14647488,72.70507,
GBR,2007-01-31,1.040825177,3.881429513,,56.11944829,72.50254,
GBR,2007-04-30,0.658963332,3.881429513,-1.15,56.11944829,72.64994,
GBR,2007-07-31,0.760831396,3.881429513,1.23,56.11944829,72.68157,
GBR,2007-10-31,0.660700654,3.881429513,-0.31,56.11944829,72.90926,
GBR,2008-01-31,0.484699608,3.018094045,-1.52,55.18330845,72.97685,
GBR,2008-04-30,-0.476414117,3.018094045,0.83,55.18330845,72.90055,
GBR,2008-07-31,-1.513153285,3.018094045,-1.83,55.18330845,72.43549,
GBR,2008-10-31,-2.235659661,3.018094045,1.68,55.18330845,72.17339,
GBR,2009-01-31,-1.940930979,5.743894716,-1.43,55.81267046,71.67367,
GBR,2009-04-30,-0.286786226,5.743894716,2.56,55.81267046,70.83978,
GBR,2009-07-31,0.132204777,5.743894716,-0.63,55.81267046,70.61582,
GBR,2009-10-31,0.341005222,5.743894716,0.62,55.81267046,70.55235,
GBR,2010-01-31,0.949826918,6.840930941,-0.12,55.67455692,70.19494,
GBR,2010-04-30,1.143742541,6.840930941,0.08,55.67455692,70.42103,
GBR,2010-07-31,0.63431984,6.840930941,-0.63,55.67455692,70.70692,
GBR,2010-10-31,0.137385936,6.840930941,-0.94,55.67455692,70.39026,
GBR,2011-01-31,0.253645895,4.163674033,-2.89,55.52740205,70.54754,
GBR,2011-04-30,0.05554265,4.163674033,1.54,55.52740205,70.45168,
GBR,2011-07-31,0.153660086,4.163674033,-0.22,55.52740205,70.10457,
GBR,2011-10-31,-0.041728047,4.163674033,-0.9,55.52740205,70.21859,
GBR,2012-01-31,0.830481781,3.368760217,1.95,54.8291014,70.46846,
GBR,2012-04-30,-0.056038575,3.368760217,0.83,54.8291014,70.90865,
GBR,2012-07-31,1.242536205,3.368760217,-0.54,54.8291014,71.1291,
GBR,2012-10-31,-0.101464519,3.368760217,-0.45,54.8291014,71.40636,
GBR,2013-01-31,0.234370798,2.881404326,-0.95,54.9065907,71.17896,
GBR,2013-04-30,0.678973491,2.881404326,2.13,54.9065907,71.3327,
GBR,2013-07-31,0.749008394,2.881404326,1.67,54.9065907,71.65405,
GBR,2013-10-31,0.642727656,2.881404326,0.55,54.9065907,71.99537,
GBR,2014-01-31,0.937213186,1.814653693,-0.43,53.88260626,72.46066,
GBR,2014-04-30,0.874234419,1.814653693,-0.1,53.88260626,72.8286,
GBR,2014-07-31,0.759640948,1.814653693,-0.09,53.88260626,73.04346,
GBR,2014-10-31,0.650659625,1.814653693,1.16,53.88260626,73.20126,
GBR,2015-01-31,0.412696486,4.40537274,1.83,54.09624173,73.43697,
GBR,2015-04-30,0.632878074,4.40537274,2.18,54.09624173,73.38264,
GBR,2015-07-31,0.430890009,4.40537274,1.84,54.09624173,73.77586,
GBR,2015-10-31,0.738668699,4.40537274,-0.28,54.09624173,74.11207,
GBR,2016-01-31,0.365381448,0.733349705,-0.62,54.18678823,74.1339,
GBR,2016-04-30,0.629457625,0.733349705,-0.04,54.18678823,74.4164,
GBR,2016-07-31,0.441599466,0.733349705,-0.85,54.18678823,74.44731,
GBR,2016-10-31,0.64995375,0.733349705,-0.87,54.18678823,74.56567,
GBR,2017-01-31,0.73915971,-0.594800966,-0.12,53.82347999,74.7702,
GBR,2017-04-30,0.536199019,-0.594800966,1.99,53.82347999,75.1051,
GBR,2017-07-31,0.515931658,-0.594800966,0.05,53.82347999,75.0079,
GBR,2017-10-31,0.627325988,-0.594800966,-0.13,53.82347999,75.17477,
GBR,2018-01-31,0.149766105,-0.641014052,1.01,54.26032227,75.56041,
GBR,2018-04-30,0.454842112,-0.641014052,-0.54,54.26032227,75.54796,
GBR,2018-07-31,0.555787083,-0.641014052,0.21,54.26032227,75.55437,
GBR,2018-10-31,0.257173624,-0.641014052,0.99,54.26032227,75.83325,
GBR,2019-01-31,0.630363596,-0.514135922,-0.32,54.4938939,76.05743,
GBR,2019-04-30,0.109963441,-0.514135922,1.41,54.4938939,76.1029,
GBR,2019-07-31,0.610854174,-0.514135922,-0.06,54.4938939,76.04663,
GBR,2019-10-31,-0.025112203,-0.514135922,0.44,54.4938939,76.47201,
GBR,2020-01-31,-2.640828448,11.21452975,-1.33,57.69066422,76.32597,
GBR,2020-04-30,-20.99137261,11.21452975,-2.44,57.69066422,75.71138,
GBR,2020-07-31,16.60861429,11.21452975,3.12,57.69066422,74.92329,
GBR,2020-10-31,1.213880983,11.21452975,0.16,57.69066422,74.57873,
GBR,2021-01-31,-1.052939341,6.703948677,0.27,56.49035784,74.67038,
GBR,2021-04-30,6.52844295,6.703948677,0.37,56.49035784,75.01875,
GBR,2021-07-31,1.733513287,6.703948677,-0.61,56.49035784,75.33553,
GBR,2021-10-31,1.525013404,6.703948677,-0.77,56.49035784,75.4696,
GBR,2022-01-31,0.487184155,2.018848561,-0.54,55.26914619,75.62624,
GBR,2022-04-30,0.05129824,2.018848561,-1.51,55.26914619,75.51773,
GBR,2022-07-31,-0.093938796,2.018848561,0.07,55.26914619,75.47619,
GBR,2022-10-31,0.129018134,2.018848561,1.44,55.26914619,75.62912,
GBR,2023-01-31,0.14462236,,-0.27,,75.87716,
GBR,2023-04-30,0.204720013,,0.92,,75.73028,
DNK,1995-01-31,0.514218948,-0.711369612,,57.80221431,,
DNK,1995-04-30,-0.286098332,-0.711369612,,57.80221431,,
DNK,1995-07-31,0.4170515,-0.711369612,,57.80221431,,
DNK,1995-10-31,0.731687334,-0.711369612,,57.80221431,,
DNK,1996-01-31,0.015030293,-2.213616522,,58.31440868,,
DNK,1996-04-30,2.708013266,-2.213616522,,58.31440868,,
DNK,1996-07-31,0.282819107,-2.213616522,,58.31440868,,
DNK,1996-10-31,0.034009024,-2.213616522,,58.31440868,,
DNK,1997-01-31,1.255106285,-5.090624013,,58.20246653,,
DNK,1997-04-30,1.717487195,-5.090624013,,58.20246653,,
DNK,1997-07-31,-0.282299164,-5.090624013,,58.20246653,,
DNK,1997-10-31,-0.013656432,-5.090624013,,58.20246653,,
DNK,1998-01-31,1.507787696,-3.518602655,,59.92862794,,
DNK,1998-04-30,-0.7552173,-3.518602655,,59.92862794,,
DNK,1998-07-31,1.837315059,-3.518602655,,59.92862794,,
DNK,1998-10-31,0.320757081,-3.518602655,,59.92862794,,
DNK,1999-01-31,0.906036323,-7.014292762,,60.02832844,76.23036,
DNK,1999-04-30,0.516383093,-7.014292762,,60.02832844,76.2831,
DNK,1999-07-31,0.618053367,-7.014292762,,60.02832844,76.19152,
DNK,1999-10-31,1.398796059,-7.014292762,,60.02832844,75.45797,
DNK,2000-01-31,0.975099668,-5.693942348,,57.935752,76.23196,
DNK,2000-04-30,1.138417342,-5.693942348,,57.935752,76.29978,
DNK,2000-07-31,0.276238214,-5.693942348,,57.935752,75.99363,
DNK,2000-10-31,0.977800167,-5.693942348,,57.935752,76.50726,
DNK,2001-01-31,-1.085721803,0.353706452,,59.00381811,75.85252,
DNK,2001-04-30,0.488181251,0.353706452,,59.00381811,75.77052,
DNK,2001-07-31,0.897826274,0.353706452,,59.00381811,76.39447,
DNK,2001-10-31,-0.197216541,0.353706452,,59.00381811,76.64211,
DNK,2002-01-31,-0.033566445,1.412260242,,59.60235647,76.12943,
DNK,2002-04-30,-0.009920153,1.412260242,,59.60235647,76.34785,
DNK,2002-07-31,0.340052292,1.412260242,,59.60235647,75.55202,
DNK,2002-10-31,-0.330022229,1.412260242,,59.60235647,75.47443,
DNK,2003-01-31,0.535905782,2.18458284,,59.96912351,75.1536,
DNK,2003-04-30,-0.930017583,2.18458284,,59.96912351,75.02673,
DNK,2003-07-31,0.343466356,2.18458284,,59.96912351,75.46121,
DNK,2003-10-31,1.86298281,2.18458284,,59.96912351,74.90863,
DNK,2004-01-31,0.481617502,-1.90641469,,59.08604313,75.19052,
DNK,2004-04-30,0.595381652,-1.90641469,,59.08604313,75.91872,
DNK,2004-07-31,0.235625688,-1.90641469,,59.08604313,76.11991,
DNK,2004-10-31,1.08087338,-1.90641469,,59.08604313,75.46352,
DNK,2005-01-31,-0.362985061,-4.272723521,,59.43171694,75.82848,
DNK,2005-04-30,1.968906957,-4.272723521,,59.43171694,75.44421,
DNK,2005-07-31,0.111335017,-4.272723521,,59.43171694,75.64292,
DNK,2005-10-31,0.324723372,-4.272723521,,59.43171694,76.66906,
DNK,2006-01-31,1.256661041,-1.525675758,,59.4242431,77.09027,
DNK,2006-04-30,2.982414581,-1.525675758,,59.4242431,76.85973,
DNK,2006-07-31,-0.666822567,-1.525675758,,59.4242431,77.72849,
DNK,2006-10-31,-0.271021311,-1.525675758,,59.4242431,77.80993,
DNK,2007-01-31,0.33129799,-3.033895175,,61.19524499,77.51102,
DNK,2007-04-30,-0.447886765,-3.033895175,-1.13,61.19524499,77.13626,
DNK,2007-07-31,0.939515371,-3.033895175,1.93,61.19524499,76.56695,
DNK,2007-10-31,1.005988508,-3.033895175,-0.2,61.19524499,76.84611,
DNK,2008-01-31,-0.041561001,-4.099243166,0.65,61.4589774,76.21871,
DNK,2008-04-30,-0.922683985,-4.099243166,-0.31,61.4589774,76.64254,
DNK,2008-07-31,-0.584136662,-4.099243166,0.44,61.4589774,76.41454,
DNK,2008-10-31,-2.361480698,-4.099243166,1.37,61.4589774,76.07382,
DNK,2009-01-31,-1.423447795,0.65682461,-0.17,63.68451022,74.41787,
DNK,2009-04-30,-1.938341181,0.65682461,-1.84,63.68451022,73.67532,
DNK,2009-07-31,0.345762915,0.65682461,1.38,63.68451022,73.38243,
DNK,2009-10-31,0.090743262,0.65682461,-0.2,63.68451022,72.62,
DNK,2010-01-31,0.863569079,1.837064158,-2.07,61.02529124,71.64055,
DNK,2010-04-30,0.683517919,1.837064158,0.19,61.02529124,71.93808,
DNK,2010-07-31,1.585373276,1.837064158,0.59,61.02529124,71.7272,
DNK,2010-10-31,-0.225049653,1.837064158,0.06,61.02529124,71.97096,
DNK,2011-01-31,0.217842912,0.799634991,-2.02,60.64179391,71.62181,
DNK,2011-04-30,1.002326552,0.799634991,0.57,60.64179391,71.85135,
DNK,2011-07-31,-1.243706016,0.799634991,-0.05,60.64179391,71.57557,
DNK,2011-10-31,0.817187733,0.799634991,0.52,60.64179391,71.43858,
DNK,2012-01-31,-0.069457024,0.122214384,-1.59,59.74718146,70.99736,
DNK,2012-04-30,0.075250259,0.122214384,1.74,59.74718146,71.06165,
DNK,2012-07-31,0.093894243,0.122214384,0.45,59.74718146,70.74648,
DNK,2012-10-31,-0.16162989,0.122214384,-0.8,59.74718146,71.3531,
DNK,2013-01-31,0.563835211,2.339886842,-0.24,59.52858791,70.95861,
DNK,2013-04-30,0.074281939,2.339886842,0.07,59.52858791,70.78273,
DNK,2013-07-31,0.633381867,2.339886842,0.34,59.52858791,70.50648,
DNK,2013-10-31,0.201104009,2.339886842,-0.89,59.52858791,70.7338,
DNK,2014-01-31,0.253255592,-2.898057536,0.63,59.20623011,70.46458,
DNK,2014-04-30,-0.072441775,-2.898057536,-0.51,59.20623011,71.07438,
DNK,2014-07-31,1.673875429,-2.898057536,0.1,59.20623011,71.12337,
DNK,2014-10-31,0.358693362,-2.898057536,0.92,59.20623011,71.78793,
DNK,2015-01-31,0.684680081,3.908631984,-0.46,59.36538727,71.71051,
DNK,2015-04-30,0.467773075,3.908631984,0.03,59.36538727,72.0916,
DNK,2015-07-31,0.301652901,3.908631984,-0.74,59.36538727,71.84384,
DNK,2015-10-31,0.222825124,3.908631984,0.97,59.36538727,72.27383,
DNK,2016-01-31,1.152059046,5.613164192,0.23,59.21978034,72.18234,
DNK,2016-04-30,1.352637774,5.613164192,-0.75,59.21978034,72.87206,
DNK,2016-07-31,0.848381829,5.613164192,2.56,59.21978034,72.69739,
DNK,2016-10-31,0.720496974,5.613164192,-1.77,59.21978034,73.03913,
DNK,2017-01-31,0.654390627,6.0336031,0.99,58.65507617,72.82792,
DNK,2017-04-30,1.117777678,6.0336031,1.64,58.65507617,73.21941,
DNK,2017-07-31,-0.366774101,6.0336031,-0.61,58.65507617,73.15768,
DNK,2017-10-31,0.75496245,6.0336031,-0.33,58.65507617,73.74973,
DNK,2018-01-31,0.512055136,5.424600994,0.59,59.03938538,73.58279,
DNK,2018-04-30,0.502598831,5.424600994,-0.62,59.03938538,74.26997,
DNK,2018-07-31,0.602133078,5.424600994,0.61,59.03938538,74.21649,
DNK,2018-10-31,0.499343436,5.424600994,1.69,59.03938538,74.44853,
DNK,2019-01-31,-0.218151328,4.28351761,-0.16,59.3979151,74.58764,
DNK,2019-04-30,1.005162294,4.28351761,1.4,59.3979151,75.21154,
DNK,2019-07-31,0.457313711,4.28351761,-0.35,59.3979151,75.04589,
DNK,2019-10-31,-0.304142897,4.28351761,-0.1,59.3979151,75.24259,
DNK,2020-01-31,-1.021091997,5.698015455,1.4,60.20103864,75.03075,
DNK,2020-04-30,-6.04002957,5.698015455,-4.57,60.20103864,74.20911,
DNK,2020-07-31,5.555475678,5.698015455,5.59,60.20103864,73.94755,
DNK,2020-10-31,1.039550846,5.698015455,0.06,60.20103864,74.4271,
DNK,2021-01-31,1.579360542,2.545705334,-0.14,57.72624122,74.07334,
DNK,2021-04-30,2.93649594,2.545705334,0.55,57.72624122,75.74265,
DNK,2021-07-31,0.750351775,2.545705334,2.22,57.72624122,75.65335,
DNK,2021-10-31,2.424338645,2.545705334,-3.9,57.72624122,76.67849,
DNK,2022-01-31,-0.900468906,6.820327902,-2.54,55.15910184,76.47567,
DNK,2022-04-30,0.868663536,6.820327902,3.52,55.15910184,77.12208,
DNK,2022-07-31,-0.096688017,6.820327902,-0.68,55.15910184,76.77078,
DNK,2022-10-31,0.50928716,6.820327902,-2.4,55.15910184,76.75014,
DNK,2023-01-31,0.735889452,,2.55,,76.90761,
DNK,2023-04-30,0.315772817,,1.49,,76.68279,
ESP,1995-01-31,1.139887818,4.899162765,,51.54746997,,
ESP,1995-04-30,0.626475344,4.899162765,,51.54746997,,
ESP,1995-07-31,0.404785766,4.899162765,,51.54746997,,
ESP,1995-10-31,0.747758398,4.899162765,,51.54746997,,
ESP,1996-01-31,0.596091367,5.899175757,,51.35595058,,
ESP,1996-04-30,0.744412778,5.899175757,,51.35595058,,
ESP,1996-07-31,0.857968292,5.899175757,,51.35595058,,
ESP,1996-10-31,0.521448142,5.899175757,,51.35595058,,
ESP,1997-01-31,1.02024876,6.955856663,,52.71550307,,
ESP,1997-04-30,0.912896259,6.955856663,,52.71550307,,
ESP,1997-07-31,1.191036053,6.955856663,,52.71550307,,
ESP,1997-10-31,1.366050308,6.955856663,,52.71550307,,
ESP,1998-01-31,0.881427181,7.176570321,,53.21272921,,
ESP,1998-04-30,1.134158547,7.176570321,,53.21272921,,
ESP,1998-07-31,0.945725553,7.176570321,,53.21272921,,
ESP,1998-10-31,1.086423705,7.176570321,,53.21272921,,
ESP,1999-01-31,1.003493424,6.179617935,,53.63349919,52.92431,
ESP,1999-04-30,1.192424139,6.179617935,,53.63349919,53.5539,
ESP,1999-07-31,1.330389822,6.179617935,,53.63349919,54.1268,
ESP,1999-10-31,1.121813248,6.179617935,,53.63349919,54.76043,
ESP,2000-01-31,1.604993102,6.59963291,,53.68937907,55.4664,
ESP,2000-04-30,1.258317872,6.59963291,,53.68937907,56.01584,
ESP,2000-07-31,1.080112971,6.59963291,,53.68937907,56.50467,
ESP,2000-10-31,1.018595501,6.59963291,,53.68937907,57.0307,
ESP,2001-01-31,1.066791396,6.449971405,,52.71233168,57.41948,
ESP,2001-04-30,0.745368702,6.449971405,,52.71233168,57.58123,
ESP,2001-07-31,0.931995265,6.449971405,,52.71233168,58.00433,
ESP,2001-10-31,0.680507295,6.449971405,,52.71233168,58.25555,
