Country,Time,ngdpsa,hdisa,gssa,compsa,emplsa,sharep,neer,tot,hpi,ir_mort,ir_cons,oecd,imfdeveloped,eu,ea
Transformation,,gr,gr,gr,gr,gr,gr,gr,gr,gr,n,n,n,n,n,n
SA,,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
Reciprocal,,n,n,n,n,n,n,n,n,n,y,y,n,n,n,n
SVN,4/30/23,1.363298169,-0.42,,,990.5905,164.4676,,,,4.01,4.48,,,,
FIN,4/30/18,-0.11800553,-0.6,-0.840500232,53.9635782,2541.628,117.6705,98.501667,99.97723757,110.0639,0.89,2.89,,,,
FIN,7/31/18,-0.093457944,0.15,-0.840500232,53.9635782,2543.587,119.1564,98.501667,99.97723757,110.0639,0.88,3.14,,,,
FIN,10/31/18,0.038830153,0.4,-0.840500232,53.9635782,2557.777,108.4174,98.501667,99.97723757,110.0639,0.89,3.59,,,,
FIN,1/31/19,0.66514935,0.73,0.386347476,54.03080693,2560.007,112.4998,98.101667,99.45349911,110.5165,0.89,3.23,,,,
FIN,4/30/19,0.795709478,1.02,0.386347476,54.03080693,2562.874,110.7731,98.101667,99.45349911,110.5165,0.83,3.5,,,,
FIN,7/31/19,0.086941401,0.72,0.386347476,54.03080693,2567.405,109.0135,98.101667,99.45349911,110.5165,0.78,2.85,,,,
FIN,10/31/19,-0.15114663,-0.14,0.386347476,54.03080693,2572.013,112.6485,98.101667,99.45349911,110.5165,0.75,2.6,,,,
FIN,1/31/20,-0.241852696,0.55,4.60767031,53.61276303,2573.728,111.4964,100,101.0062339,112.4867,0.8,2.18,,,,
FIN,4/30/20,-6.360972547,-1.62,4.60767031,53.61276303,2484.415,102.5357,100,101.0062339,112.4867,0.89,1.52,,,,
FIN,7/31/20,4.986309535,0.28,4.60767031,53.61276303,2519.104,115.1343,100,101.0062339,112.4867,0.78,2.4,,,,
FIN,10/31/20,0.782414307,2.47,4.60767031,53.61276303,2535.453,123.0307,100,101.0062339,112.4867,0.75,2.69,,,,
FIN,1/31/21,0.028166535,-0.21,2.826140014,54.16754803,2540.458,133.3285,100.289167,101.0665345,117.625175,0.75,2.25,,,,
FIN,4/30/21,1.337533658,0.35,2.826140014,54.16754803,2574.016,142.2299,100.289167,101.0665345,117.625175,0.73,2.98,,,,
