LOCATION,TIME,QGDP,HHSAV,HHDI,ECT,EMP,CLIR,TERMTRADE,SHPRICE,EER,RPP,MORT
DNK,10/31/96,0.034009024,-2.213616522,,58.31440868,,,90.99038713,16.83311,91.536667,43.94155,
DNK,1/31/97,1.255106285,-5.090624013,,58.20246653,,,91.08867969,19.56301,89.92,49.010175,
DNK,4/30/97,1.717487195,-5.090624013,,58.20246653,,,91.08867969,20.83919,89.256667,49.010175,
DNK,7/31/97,-0.282299164,-5.090624013,,58.20246653,,,91.08867969,23.18294,87.6,49.010175,
DNK,10/31/97,-0.013656432,-5.090624013,,58.20246653,,,91.08867969,23.77172,89.36,49.010175,
DNK,1/31/98,1.507787696,-3.518602655,,59.92862794,,,90.7750214,26.2089,89.54,53.412875,
DNK,4/30/98,-0.7552173,-3.518602655,,59.92862794,,,90.7750214,27.6032,90.1,53.412875,
DNK,7/31/98,1.837315059,-3.518602655,,59.92862794,,,90.7750214,25.38336,91.896667,53.412875,
DNK,10/31/98,0.320757081,-3.518602655,,59.92862794,,,90.7750214,22.45805,94.036667,53.412875,
DNK,1/31/99,0.906036323,-7.014292762,,60.02832844,76.23036,,90.54561278,23.04013,92.793333,57.01465,
DNK,4/30/99,0.516383093,-7.014292762,,60.02832844,76.2831,,90.54561278,23.42829,91.11,57.01465,
DNK,7/31/99,0.618053367,-7.014292762,,60.02832844,76.19152,,90.54561278,24.91324,90.5,57.01465,
DNK,10/31/99,1.398796059,-7.014292762,,60.02832844,75.45797,,90.54561278,26.95926,89.873333,57.01465,
DNK,1/31/00,0.975099668,-5.693942348,,57.935752,76.23196,,91.12189812,30.58923,88.186667,60.723575,
DNK,4/30/00,1.138417342,-5.693942348,,57.935752,76.29978,,91.12189812,31.79605,86.78,60.723575,
DNK,7/31/00,0.276238214,-5.693942348,,57.935752,75.99363,,91.12189812,34.9766,86.306667,60.723575,
DNK,10/31/00,0.977800167,-5.693942348,,57.935752,76.50726,,91.12189812,35.54208,85.88,60.723575,
DNK,1/31/01,-1.085721803,0.353706452,,59.00381811,75.85252,,91.03901158,34.5927,88.363333,64.272725,
DNK,4/30/01,0.488181251,0.353706452,,59.00381811,75.77052,,91.03901158,32.66955,87.493333,64.272725,
DNK,7/31/01,0.897826274,0.353706452,,59.00381811,76.39447,,91.03901158,30.97449,88.62,64.272725,
DNK,10/31/01,-0.197216541,0.353706452,,59.00381811,76.64211,,91.03901158,27.92808,88.94,64.272725,
DNK,1/31/02,-0.033566445,1.412260242,,59.60235647,76.12943,,92.05587949,29.00753,88.32,66.593175,
DNK,4/30/02,-0.009920153,1.412260242,,59.60235647,76.34785,,92.05587949,28.12274,89.2,66.593175,
DNK,7/31/02,0.340052292,1.412260242,,59.60235647,75.55202,,92.05587949,24.48195,90.993333,66.593175,
DNK,10/31/02,-0.330022229,1.412260242,,59.60235647,75.47443,,92.05587949,22.42015,91.333333,66.593175,
DNK,1/31/03,0.535905782,2.18458284,,59.96912351,75.1536,,92.77520124,21.53219,93.413333,68.698275,
DNK,4/30/03,-0.930017583,2.18458284,,59.96912351,75.02673,,92.77520124,24.17483,95.1,68.698275,
DNK,7/31/03,0.343466356,2.18458284,,59.96912351,75.46121,,92.77520124,27.32828,94.79,68.698275,
DNK,10/31/03,1.86298281,2.18458284,,59.96912351,74.90863,,92.77520124,29.62991,95.613333,68.698275,
DNK,1/31/04,0.481617502,-1.90641469,,59.08604313,75.19052,,93.56845641,32.18583,96.603333,76.227225,
DNK,4/30/04,0.595381652,-1.90641469,,59.08604313,75.91872,,93.56845641,31.58739,95.666667,76.227225,
DNK,7/31/04,0.235625688,-1.90641469,,59.08604313,76.11991,,93.56845641,32.91841,96.06,76.227225,
DNK,10/31/04,1.08087338,-1.90641469,,59.08604313,75.46352,,93.56845641,34.66225,96.95,76.227225,
DNK,1/31/05,-0.362985061,-4.272723521,,59.43171694,75.82848,,95.2986721,37.83558,96.61,91.505775,
DNK,4/30/05,1.968906957,-4.272723521,,59.43171694,75.44421,,95.2986721,40.73611,95.676667,91.505775,
DNK,7/31/05,0.111335017,-4.272723521,,59.43171694,75.64292,,95.2986721,45.49655,94.793333,91.505775,
DNK,10/31/05,0.324723372,-4.272723521,,59.43171694,76.66906,,95.2986721,46.60807,94.33,91.505775,
DNK,1/31/06,1.256661041,-1.525675758,,59.4242431,77.09027,,94.6508421,50.79266,94.21,113.513525,
DNK,4/30/06,2.982414581,-1.525675758,,59.4242431,76.85973,,94.6508421,49.21502,95.276667,113.513525,
DNK,7/31/06,-0.666822567,-1.525675758,,59.4242431,77.72849,,94.6508421,48.76969,95.616667,113.513525,
DNK,10/31/06,-0.271021311,-1.525675758,,59.4242431,77.80993,,94.6508421,54.63895,95.58,113.513525,
DNK,1/31/07,0.33129799,-3.033895175,,61.19524499,77.51102,,94.14539763,59.75891,95.863333,116.54715,
DNK,4/30/07,-0.447886765,-3.033895175,-1.13,61.19524499,77.13626,,94.14539763,63.41731,96.37,116.54715,
DNK,7/31/07,0.939515371,-3.033895175,1.93,61.19524499,76.56695,,94.14539763,65.45969,96.55,116.54715,
DNK,10/31/07,1.005988508,-3.033895175,-0.2,61.19524499,76.84611,,94.14539763,63.47196,97.41,116.54715,
DNK,1/31/08,-0.041561001,-4.099243166,0.65,61.4589774,76.21871,,95.84920925,54.58746,98.296667,110.50745,
DNK,4/30/08,-0.922683985,-4.099243166,-0.31,61.4589774,76.64254,,95.84920925,55.93836,99.18,110.50745,
DNK,7/31/08,-0.584136662,-4.099243166,0.44,61.4589774,76.41454,,95.84920925,50.41823,98.273333,110.50745,
DNK,10/31/08,-2.361480698,-4.099243166,1.37,61.4589774,76.07382,,95.84920925,33.98748,97.963333,110.50745,
DNK,1/31/09,-1.423447795,0.65682461,-0.17,63.68451022,74.41787,,96.10187044,30.43431,100.066667,97.2697,
DNK,4/30/09,-1.938341181,0.65682461,-1.84,63.68451022,73.67532,,96.10187044,33.98793,100.406667,97.2697,
DNK,7/31/09,0.345762915,0.65682461,1.38,63.68451022,73.38243,,96.10187044,38.22626,100.686667,97.2697,
DNK,10/31/09,0.090743262,0.65682461,-0.2,63.68451022,72.62,,96.10187044,40.26774,101.166667,97.2697,
DNK,1/31/10,0.863569079,1.837064158,-2.07,61.02529124,71.64055,,98.43807024,43.79923,98.436667,100,
DNK,4/30/10,0.683517919,1.837064158,0.19,61.02529124,71.93808,,98.43807024,47.34201,95.473333,100,
DNK,7/31/10,1.585373276,1.837064158,0.59,61.02529124,71.7272,,98.43807024,48.20422,95.05,100,
DNK,10/31/10,-0.225049653,1.837064158,0.06,61.02529124,71.97096,,98.43807024,51.02209,95.8,100,
DNK,1/31/11,0.217842912,0.799634991,-2.02,60.64179391,71.62181,,96.57631258,54.04502,95.2,98.2901,
DNK,4/30/11,1.002326552,0.799634991,0.57,60.64179391,71.85135,,96.57631258,52.20543,96.52,98.2901,
DNK,7/31/11,-1.243706016,0.799634991,-0.05,60.64179391,71.57557,,96.57631258,44.01738,96.28,98.2901,
DNK,10/31/11,0.817187733,0.799634991,0.52,60.64179391,71.43858,,96.57631258,41.96642,95.903333,98.2901,
DNK,1/31/12,-0.069457024,0.122214384,-1.59,59.74718146,70.99736,,97.10337115,48.94764,94.283333,95.67015,
DNK,4/30/12,0.075250259,0.122214384,1.74,59.74718146,71.06165,,97.10337115,49.71049,93.926667,95.67015,
DNK,7/31/12,0.093894243,0.122214384,0.45,59.74718146,70.74648,,97.10337115,53.29301,92.33,95.67015,
DNK,10/31/12,-0.16162989,0.122214384,-0.8,59.74718146,71.3531,,97.10337115,54.38376,93.223333,95.67015,
DNK,1/31/13,0.563835211,2.339886842,-0.24,59.52858791,70.95861,,98.10629165,59.19795,94.14,99.365675,
DNK,4/30/13,0.074281939,2.339886842,0.07,59.52858791,70.78273,,98.10629165,59.4152,94.356667,99.365675,
DNK,7/31/13,0.633381867,2.339886842,0.34,59.52858791,70.50648,,98.10629165,62.34373,95.5,99.365675,
DNK,10/31/13,0.201104009,2.339886842,-0.89,59.52858791,70.7338,,98.10629165,66.78711,96.453333,99.365675,
DNK,1/31/14,0.253255592,-2.898057536,0.63,59.20623011,70.46458,,99.6267187,75.96925,97.113333,103.116375,
DNK,4/30/14,-0.072441775,-2.898057536,-0.51,59.20623011,71.07438,,99.6267187,80.13893,97.096667,103.116375,
DNK,7/31/14,1.673875429,-2.898057536,0.1,59.20623011,71.12337,,99.6267187,82.59503,96.313333,103.116375,
DNK,10/31/14,0.358693362,-2.898057536,0.92,59.20623011,71.78793,,99.6267187,81.87509,95.74,103.116375,
DNK,1/31/15,0.684680081,3.908631984,-0.46,59.36538727,71.71051,,100,91.70219,93.24,110.286825,
DNK,4/30/15,0.467773075,3.908631984,0.03,59.36538727,72.0916,,100,103.307,92.106667,110.286825,
DNK,7/31/15,0.301652901,3.908631984,-0.74,59.36538727,71.84384,,100,102.4326,93.613333,110.286825,
DNK,10/31/15,0.222825124,3.908631984,0.97,59.36538727,72.27383,,100,102.5582,93.566667,110.286825,
DNK,1/31/16,1.152059046,5.613164192,0.23,59.21978034,72.18234,,99.86464951,99.42685,94.733333,115.499175,
DNK,4/30/16,1.352637774,5.613164192,-0.75,59.21978034,72.87206,,99.86464951,101.0587,95.186667,115.499175,
DNK,7/31/16,0.848381829,5.613164192,2.56,59.21978034,72.69739,,99.86464951,101.5523,95.346667,115.499175,
DNK,10/31/16,0.720496974,5.613164192,-1.77,59.21978034,73.03913,,99.86464951,94.87959,95.326667,115.499175,
DNK,1/31/17,0.654390627,6.0336031,0.99,58.65507617,72.82792,,99.85589637,100.7628,94.823333,120.628775,
DNK,4/30/17,1.117777678,6.0336031,1.64,58.65507617,73.21941,,99.85589637,108.4803,95.563333,120.628775,
DNK,7/31/17,-0.366774101,6.0336031,-0.61,58.65507617,73.15768,,99.85589637,112.3392,97.206667,120.628775,
DNK,10/31/17,0.75496245,6.0336031,-0.33,58.65507617,73.74973,,99.85589637,113.5623,97.556667,120.628775,
DNK,1/31/18,0.512055136,5.424600994,0.59,59.03938538,73.58279,,99.07213039,112.1789,98.16,126.30995,
DNK,4/30/18,0.502598831,5.424600994,-0.62,59.03938538,74.26997,,99.07213039,112.2371,98.193333,126.30995,
DNK,7/31/18,0.602133078,5.424600994,0.61,59.03938538,74.21649,,99.07213039,115.3405,99.016667,126.30995,
DNK,10/31/18,0.499343436,5.424600994,1.69,59.03938538,74.44853,,99.07213039,105.3056,98.55,126.30995,
DNK,1/31/19,-0.218151328,4.28351761,-0.16,59.3979151,74.58764,,98.97165831,109.8985,97.97,129.619425,
DNK,4/30/19,1.005162294,4.28351761,1.4,59.3979151,75.21154,,98.97165831,114.5383,98.116667,129.619425,
DNK,7/31/19,0.457313711,4.28351761,-0.35,59.3979151,75.04589,,98.97165831,116.0252,98.356667,129.619425,
DNK,10/31/19,-0.304142897,4.28351761,-0.1,59.3979151,75.24259,,98.97165831,121.7124,97.983333,129.619425,
DNK,1/31/20,-1.021091997,5.698015455,1.4,60.20103864,75.03075,,102.1303474,126.0763,98.213333,136.238275,
DNK,4/30/20,-6.04002957,5.698015455,-4.57,60.20103864,74.20911,,102.1303474,128.0636,99.75,136.238275,
DNK,7/31/20,5.555475678,5.698015455,5.59,60.20103864,73.94755,,102.1303474,142.9045,100.983333,136.238275,
DNK,10/31/20,1.039550846,5.698015455,0.06,60.20103864,74.4271,,102.1303474,154.8002,101.053333,136.238275,
DNK,1/31/21,1.579360542,2.545705334,-0.14,57.72624122,74.07334,,102.7964554,163.4964,100.586667,152.206275,
DNK,4/30/21,2.93649594,2.545705334,0.55,57.72624122,75.74265,,102.7964554,174.5673,100.643333,152.206275,
DNK,7/31/21,0.750351775,2.545705334,2.22,57.72624122,75.65335,,102.7964554,193.4537,100.253333,152.206275,
DNK,10/31/21,2.424338645,2.545705334,-3.9,57.72624122,76.67849,,102.7964554,195.2621,99.596667,152.206275,
DNK,1/31/22,-0.900468906,6.820327902,-2.54,55.15910184,76.47567,,103.9863731,182.9853,99.606667,151.489225,
DNK,4/30/22,0.868663536,6.820327902,3.52,55.15910184,77.12208,,103.9863731,181.5368,98.953333,151.489225,
DNK,7/31/22,-0.096688017,6.820327902,-0.68,55.15910184,76.77078,,103.9863731,179.0206,98.49,151.489225,
DNK,10/31/22,0.50928716,6.820327902,-2.4,55.15910184,76.75014,,103.9863731,177.9904,100.026667,151.489225,
DNK,1/31/23,0.735889452,,2.55,,76.90761,,,195.0444,101.2,,
DNK,4/30/23,0.315772817,,1.49,,76.68279,,,205.3368,102.256667,,
ESP,1/31/95,1.139887818,4.899162765,,51.54746997,,,94.99355065,25.80244,89.593333,35.12925,
ESP,4/30/95,0.626475344,4.899162765,,51.54746997,,,94.99355065,26.78313,91.77,35.12925,
ESP,7/31/95,0.404785766,4.899162765,,51.54746997,,,94.99355065,28.70626,93.06,35.12925,
ESP,10/31/95,0.747758398,4.899162765,,51.54746997,,,94.99355065,28.25648,93.7,35.12925,
ESP,1/31/96,0.596091367,5.899175757,,51.35595058,,,96.69476634,30.71824,94.44,35.785275,
ESP,4/30/96,0.744412778,5.899175757,,51.35595058,,,96.69476634,33.31696,93.5,35.785275,
ESP,7/31/96,0.857968292,5.899175757,,51.35595058,,,96.69476634,33.12939,93.18,35.785275,
ESP,10/31/96,0.521448142,5.899175757,,51.35595058,,,96.69476634,36.55827,92.49,35.785275,
ESP,1/31/97,1.02024876,6.955856663,,52.71550307,,,96.82666252,43.49961,90.57,36.3535,
ESP,4/30/97,0.912896259,6.955856663,,52.71550307,,,96.82666252,49.76289,89.96,36.3535,
ESP,7/31/97,1.191036053,6.955856663,,52.71550307,,,96.82666252,55.72045,88.88,36.3535,
ESP,10/31/97,1.366050308,6.955856663,,52.71550307,,,96.82666252,55.25371,90.31,36.3535,
ESP,1/31/98,0.881427181,7.176570321,,53.21272921,,,99.66897401,68.81062,90.326667,38.0432,
ESP,4/30/98,1.134158547,7.176570321,,53.21272921,,,99.66897401,81.34551,90.736667,38.0432,
ESP,7/31/98,0.945725553,7.176570321,,53.21272921,,,99.66897401,76.83168,91.806667,38.0432,
ESP,10/31/98,1.086423705,7.176570321,,53.21272921,,,99.66897401,72.61122,92.81,38.0432,
ESP,1/31/99,1.003493424,6.179617935,,53.63349919,52.92431,,99.39603882,81.25389,92.136667,41.992625,
ESP,4/30/99,1.192424139,6.179617935,,53.63349919,53.5539,,99.39603882,82.86483,90.876667,41.992625,
ESP,7/31/99,1.330389822,6.179617935,,53.63349919,54.1268,,99.39603882,81.20608,90.636667,41.992625,
ESP,10/31/99,1.121813248,6.179617935,,53.63349919,54.76043,,99.39603882,85.73347,90.2,41.992625,
ESP,1/31/00,1.604993102,6.59963291,,53.68937907,55.4664,,95.92506036,97.86548,89.053333,45.593375,
ESP,4/30/00,1.258317872,6.59963291,,53.68937907,56.01584,,95.92506036,93.76256,88.143333,45.593375,
ESP,7/31/00,1.080112971,6.59963291,,53.68937907,56.50467,,95.92506036,93.79372,87.763333,45.593375,
ESP,10/31/00,1.018595501,6.59963291,,53.68937907,57.0307,,95.92506036,87.2457,87.266667,45.593375,
ESP,1/31/01,1.066791396,6.449971405,,52.71233168,57.41948,,97.59375213,85.05943,89.216667,50.086375,
ESP,4/30/01,0.745368702,6.449971405,,52.71233168,57.58123,,97.59375213,83.94978,88.613333,50.086375,
ESP,7/31/01,0.931995265,6.449971405,,52.71233168,58.00433,,97.59375213,72.94594,89.236667,50.086375,
ESP,10/31/01,0.680507295,6.449971405,,52.71233168,58.25555,,97.59375213,74.00159,89.5,50.086375,
ESP,1/31/02,0.430755321,6.083096508,,52.49091492,58.55236,,100.378658,74.77127,89.176667,57.972,
ESP,4/30/02,0.821027301,6.083096508,,52.49091492,58.88678,,100.378658,73.95131,90.143333,57.972,
ESP,7/31/02,0.616873221,6.083096508,,52.49091492,59.00801,,100.378658,60.89939,91.633333,57.972,
ESP,10/31/02,0.748338211,6.083096508,,52.49091492,59.28777,,100.378658,59.55283,92.073333,57.972,
ESP,1/31/03,0.936732447,7.079615937,,52.18366139,59.5823,,101.7183564,58.52124,93.64,68.1753,
ESP,4/30/03,0.526951735,7.079615937,,52.18366139,59.98309,,101.7183564,63.26027,94.733333,68.1753,
ESP,7/31/03,0.659827719,7.079615937,,52.18366139,60.3773,,101.7183564,68.46944,94.406667,68.1753,
ESP,10/31/03,0.852443519,7.079615937,,52.18366139,60.71799,,101.7183564,70.8081,95.216667,68.1753,
ESP,1/31/04,0.60844005,5.070497321,,52.27960664,60.87252,,101.3905636,77.98667,95.863333,80.0753,
ESP,4/30/04,0.983144346,5.070497321,,52.27960664,60.97043,,101.3905636,78.67615,95.19,80.0753,
ESP,7/31/04,0.941201225,5.070497321,,52.27960664,61.43408,,101.3905636,77.55386,95.486667,80.0753,
ESP,10/31/04,0.671859278,5.070497321,,52.27960664,62.03017,,101.3905636,84.11236,96.36,80.0753,
ESP,1/31/05,0.981551608,4.26515099,,52.26186615,62.69128,,102.2661715,91.69166,96.1,91.211275,
ESP,4/30/05,0.888808271,4.26515099,,52.26186615,63.42702,,102.2661715,93.49633,95.253333,91.211275,
ESP,7/31/05,0.967356128,4.26515099,,52.26186615,63.93763,,102.2661715,101.7478,94.556667,91.211275,
ESP,10/31/05,1.001443906,4.26515099,,52.26186615,64.25174,,102.2661715,105.4929,94.113333,91.211275,
ESP,1/31/06,1.150570686,2.360106009,,52.54358562,64.64392,,102.7975879,113.9619,94.093333,100.702325,
ESP,4/30/06,0.975689234,2.360106009,,52.54358562,64.91988,,102.7975879,115.9106,95.08,100.702325,
ESP,7/31/06,0.929862547,2.360106009,,52.54358562,65.09422,,102.7975879,120.2249,95.423333,100.702325,
ESP,10/31/06,0.948808227,2.360106009,,52.54358562,65.47921,,102.7975879,140.2332,95.356667,100.702325,
ESP,1/31/07,0.9203708,0.772101258,,52.4595712,65.68576,,103.6857464,148.1914,95.503333,110.579525,
ESP,4/30/07,0.902488869,0.772101258,-1.67,52.4595712,65.92802,,103.6857464,152.3106,95.85,110.579525,
ESP,7/31/07,0.767469701,0.772101258,-2.49,52.4595712,65.86322,,103.6857464,148.0371,95.993333,110.579525,
ESP,10/31/07,0.630260395,0.772101258,4.15,52.4595712,65.77824,,103.6857464,155.3422,96.823333,110.579525,
ESP,1/31/08,0.221135567,3.076824841,-0.43,53.21255056,65.64638,,102.0054974,133.8564,97.476667,109.000225,
ESP,4/30/08,0.115662067,3.076824841,-1.2,53.21255056,65.02801,,102.0054974,133.7108,98.363333,109.000225,
ESP,7/31/08,-0.182712679,3.076824841,-1.33,53.21255056,64.26681,,102.0054974,114.648,97.36,109.000225,
ESP,10/31/08,-1.627125163,3.076824841,2.5,53.21255056,62.99928,,102.0054974,90.69863,96.253333,109.000225,
ESP,1/31/09,-2.600341016,6.945862657,-1.73,52.89632701,60.88344,,106.7061496,79.61272,97.343333,101.79855,
ESP,4/30/09,-0.004460138,6.945862657,0.81,52.89632701,60.20499,,106.7061496,88.04778,97.71,101.79855,
ESP,7/31/09,0.213724455,6.945862657,-0.16,52.89632701,59.56884,,106.7061496,104.8105,98.236667,101.79855,
ESP,10/31/09,-0.03523569,6.945862657,-0.9,52.89632701,59.18679,,106.7061496,113.6417,98.783333,101.79855,
ESP,1/31/10,-0.022261964,5.064689321,0.32,53.45755719,59.03159,,103.7333543,106.2034,96.883333,99.999975,
ESP,4/30/10,0.156239562,5.064689321,-0.76,53.45755719,58.92616,,103.7333543,95.8242,94.643333,99.999975,
ESP,7/31/10,-0.048540272,5.064689321,-1.71,53.45755719,58.75511,,103.7333543,99.24937,94.536667,99.999975,
ESP,10/31/10,0.052271008,5.064689321,-0.97,53.45755719,58.64045,,103.7333543,97.59586,95.336667,99.999975,
ESP,1/31/11,-0.150061692,5.907505498,1.22,52.36763687,58.45913,,100.0309476,99.98759,95.306667,92.356175,
ESP,4/30/11,-0.310222499,5.907505498,-0.62,52.36763687,58.59709,,100.0309476,98.00153,96.406667,92.356175,
ESP,7/31/11,-0.645826509,5.907505498,-0.98,52.36763687,57.84103,,100.0309476,83.00519,96.06,92.356175,
ESP,10/31/11,-0.663137427,5.907505498,-2.26,52.36763687,57.14187,,100.0309476,79.15986,95.63,92.356175,
ESP,1/31/12,-0.931195619,2.224017155,-1.82,50.76217069,56.61037,,98.94281025,79.21107,94.4,78.7072,
ESP,4/30/12,-0.958602679,2.224017155,-2.95,50.76217069,56.00866,,98.94281025,64.21936,94.073333,78.7072,
ESP,7/31/12,-0.519688187,2.224017155,0.02,50.76217069,55.41293,,98.94281025,67.76114,93.303333,78.7072,
ESP,10/31/12,-0.740714981,2.224017155,-4.05,50.76217069,54.96614,,98.94281025,73.61536,94.173333,78.7072,
ESP,1/31/13,-0.307528213,3.981490346,3.79,50.12141166,54.82571,,100.338492,78.2023,95.07,71.524125,
ESP,4/30/13,-0.088247812,3.981490346,-0.1,50.12141166,54.63324,,100.338492,76.32082,95.13,71.524125,
ESP,7/31/13,-0.036737262,3.981490346,-0.94,50.12141166,54.70524,,100.338492,79.75864,96.113333,71.524125,
ESP,10/31/13,0.166160366,3.981490346,-1.02,50.12141166,55.04271,,100.338492,91.29401,96.856667,71.524125,
ESP,1/31/14,0.367288312,2.276141899,-0.2,50.35426452,55.29606,,99.51170212,95.43396,97.55,71.7471,
ESP,4/30/14,0.471333071,2.276141899,-0.3,50.35426452,55.85238,,99.51170212,100.8856,97.386667,71.7471,
ESP,7/31/14,0.734260997,2.276141899,2.6,50.35426452,56.02806,,99.51170212,101.0244,96.41,71.7471,
ESP,10/31/14,0.859167269,2.276141899,2.42,50.35426452,56.70244,,99.51170212,97.33395,95.586667,71.7471,
ESP,1/31/15,1.147481028,3.170023062,0.34,50.34796741,56.99836,,100,100.4312,93.256667,74.318575,
ESP,4/30/15,1.079096045,3.170023062,-0.08,50.34796741,57.77417,,100,106.4597,92.656667,74.318575,
ESP,7/31/15,0.905855831,3.170023062,1.74,50.34796741,57.97565,,100,98.85666,93.8,74.318575,
ESP,10/31/15,0.973057209,3.170023062,-0.24,50.34796741,58.54147,,100,94.25244,93.84,74.318575,
ESP,1/31/16,0.680244742,2.97293333,1.07,49.81112821,59.05557,,100.4288019,80.88493,94.91,77.75405,
ESP,4/30/16,0.414833758,2.97293333,1.56,49.81112821,59.36935,,100.4288019,81.23569,95.216667,77.75405,
ESP,7/31/16,0.856627103,2.97293333,-0.96,49.81112821,59.70239,,100.4288019,80.08348,95.276667,77.75405,
ESP,10/31/16,0.543757017,2.97293333,0.04,49.81112821,60.05648,,100.4288019,83.42905,95.13,77.75405,
ESP,1/31/17,0.78518249,1.64594967,0.42,49.69277997,60.4362,,99.93385894,90.29975,94.943333,82.57185,
ESP,4/30/17,1.02435951,1.64594967,1.32,49.69277997,60.97816,,99.93385894,99.77997,95.506667,82.57185,
ESP,7/31/17,0.629616134,1.64594967,-0.49,49.69277997,61.32666,,99.93385894,97.2084,97.24,82.57185,
ESP,10/31/17,0.539328503,1.64594967,1.36,49.69277997,61.57869,,99.93385894,95.32599,97.543333,82.57185,
ESP,1/31/18,0.427001157,1.424500621,-0.9,50.12502065,61.72099,,99.28559972,93.60492,98.146667,88.127325,
ESP,4/30/18,0.585880251,1.424500621,0.34,50.12502065,62.39845,,99.28559972,92.44191,98.04,88.127325,
ESP,7/31/18,0.52041551,1.424500621,0.38,50.12502065,62.5775,,99.28559972,89.81604,99.076667,88.127325,
ESP,10/31/18,0.659258956,1.424500621,1.4,50.12502065,62.87325,,99.28559972,83.32016,98.74,88.127325,
ESP,1/31/19,0.608861527,4.162587014,0.9,51.3620079,63.00329,,99.13430792,84.89809,98.09,92.686875,
ESP,4/30/19,0.346200217,4.162587014,1.87,51.3620079,63.59224,,99.13430792,86.7626,98.24,92.686875,
ESP,7/31/19,0.295000101,4.162587014,-1.21,51.3620079,63.28215,,99.13430792,83.65209,98.263333,92.686875,
ESP,10/31/19,0.217169436,4.162587014,0.37,51.3620079,63.35347,,99.13430792,86.33318,98.09,92.686875,
ESP,1/31/20,-5.48725517,13.66229914,-1.62,54.91173124,62.67451,,101.2472847,81.06324,98.246667,94.7604,
ESP,4/30/20,-17.82625592,13.66229914,-7.72,54.91173124,59.3508,,101.2472847,64.12774,99.56,94.7604,
ESP,7/31/20,16.63793363,13.66229914,11.23,54.91173124,60.67383,,101.2472847,64.81197,101.006667,94.7604,
ESP,10/31/20,-0.058975087,13.66229914,-2.45,54.91173124,61.08115,,101.2472847,69.02163,101.183333,94.7604,
ESP,1/31/21,-0.228663315,9.652908166,-0.81,54.19915667,61.22124,,100.5518196,76.36524,100.873333,98.246,
ESP,4/30/21,1.352205559,9.652908166,0.56,54.19915667,62.5013,,100.5518196,82.23612,101.093333,98.246,
ESP,7/31/21,3.108188446,9.652908166,3.28,54.19915667,63.37902,,100.5518196,80.49223,100.606667,98.246,
ESP,10/31/21,2.26529089,9.652908166,-1.52,54.19915667,63.8891,,100.5518196,80.06898,100.396667,98.246,
ESP,1/31/22,-0.573839954,2.949576534,-3.66,52.46656419,64.10294,,93.56486283,78.52036,100.416667,105.51645,
ESP,4/30/22,2.791828726,2.949576534,-0.52,52.46656419,64.58621,,93.56486283,78.3112,99.896667,105.51645,
ESP,7/31/22,0.387178437,2.949576534,-1.32,52.46656419,64.54653,,93.56486283,73.82452,99.41,105.51645,
ESP,10/31/22,0.414004686,2.949576534,5.11,52.46656419,64.38895,,93.56486283,73.76313,100.676667,105.51645,
ESP,1/31/23,0.520072656,,1.81,,64.65857,,,83.3399,101.603333,,
ESP,4/30/23,0.420518918,,0.37,,65.43542,,,85.27568,102.53,,
SVN,4/30/95,0.383404701,,,63.29510616,,,100.1362938,33.92369,137.936667,,
SVN,7/31/95,0.15962365,,,63.29510616,,,100.1362938,34.35277,135.273333,,
SVN,10/31/95,0.22185475,,,63.29510616,,,100.1362938,44.93129,129.79,,
SVN,1/31/96,0.528992002,,,61.47473595,,,101.7382147,43.32174,122.603333,,
SVN,4/30/96,1.35187569,,,61.47473595,,,101.7382147,32.46156,120.293333,,
SVN,7/31/96,1.249493328,,,61.47473595,,,101.7382147,29.86167,121.836667,,
SVN,10/31/96,1.728440227,,,61.47473595,,,101.7382147,35.94809,119.29,,
SVN,1/31/97,0.37804217,,,58.555913,,,102.0996277,43.50374,118.046667,,
SVN,4/30/97,2.473145589,,,58.555913,,,102.0996277,39.67762,117.88,,
SVN,7/31/97,0.853855964,,,58.555913,,,102.0996277,46.93231,115.813333,,
SVN,10/31/97,0.325355098,,,58.555913,,,102.0996277,42.21752,114.113333,,
SVN,1/31/98,0.561280222,,,57.65117504,,,103.0400173,46.04771,114.44,,
SVN,4/30/98,0.822355229,,,57.65117504,,,103.0400173,51.08075,116.06,,
SVN,7/31/98,0.776364657,,,57.65117504,,,103.0400173,55.20988,116.47,,
SVN,10/31/98,0.747583567,,,57.65117504,,,103.0400173,50.97094,117.786667,,
SVN,1/31/99,1.758607068,,,56.86178087,62.27492,,103.2732584,57.20377,115.833333,,
SVN,4/30/99,4.193562182,,,56.86178087,62.38001,,103.2732584,53.29325,113.053333,,
SVN,7/31/99,-2.663302823,,,56.86178087,61.95286,,103.2732584,57.01059,111.15,,
SVN,10/31/99,1.803879648,,,56.86178087,62.12201,,103.2732584,55.60743,110.8,,
SVN,1/31/00,1.180346002,,,57.87375309,62.11891,,100.0556861,54.9323,107.956667,,
SVN,4/30/00,1.29660777,,,57.87375309,62.48549,,100.0556861,50.59168,105.286667,,
SVN,7/31/00,1.15971345,,,57.87375309,63.40491,,100.0556861,50.91095,103.203333,,
SVN,10/31/00,0.817766316,,,57.87375309,63.30103,,100.0556861,53.09092,101.716667,,
SVN,1/31/01,1.334753225,,,57.96451727,63.73252,,101.7811304,55.03397,101.65,,
